idxLoop;idxAnalysis;T;Tabs;B;F;dx;dy;dz;D2;D3
1;0;0.0;15085.915;5.007;104.44550050609652;4.667784810126581;0.37772151898734196;0.323;4.683042662581086;4.694168465186838
1;0;0.31999999999970896;15086.235;5.007;104.2841424606751;4.669303797468354;0.38037974683544423;0.323;4.68477178791614;4.69589349377251
1;0;0.9199999999982538;15086.835;5.007;104.11014578069747;4.668734177215189;0.395379746835443;0.3264;4.685445972552117;4.6968011371256555
1;0;1.5209999999988213;15087.436;5.008;103.99514301900356;4.6667721518987335;0.40525316455696236;0.34340000000000004;4.6843347921685705;4.696904938906148
1;0;2.120999999999185;15088.036;5.008;104.25023968928993;4.6654430379746845;0.40278481012658346;0.3332;4.682797704775978;4.694637002352277
1;0;2.719999999999345;15088.635;5.008;103.67398536612957;4.669746835443038;0.41626582278481;0.3366;4.688263297037506;4.700331084333207
1;0;3.3209999999999127;15089.236;5.005;103.6492903489319;4.665949367088607;0.4244303797468356;0.35019999999999996;4.685213404263099;4.6982831633998625
1;0;3.9209999999984575;15089.836;5.005;103.69437584100368;4.667784810126582;0.41234177215189965;0.34679999999999994;4.6859620965933795;4.698777608134888
1;0;4.519999999998618;15090.435;5.005;103.69889310111466;4.666392405063291;0.4179746835443037;0.35019999999999996;4.685074269861292;4.698144416055802
1;0;5.119999999998981;15091.035;5.008;103.8374891734829;4.665126582278482;0.4301898734177222;0.34;4.684919354254934;4.697240610813168
1;-1;5.719999999999345;15091.635;4.992;104.24764156497093;4.6457594936708855;0.41645569620253153;0.41819999999999996;4.664388129211879;4.6830981048802185
1;-1;6.27599999999984;15092.191;4.982;103.76534974095647;4.645253164556961;0.4272151898734177;0.425;4.664856887545967;4.684177065535103
1;-1;6.375999999998385;15092.291;4.96;103.02510702944545;4.64493670886076;0.43050632911392356;0.4318;4.664844341318301;4.684786437899744
1;-1;6.4759999999987485;15092.391;4.926;102.24651260459103;4.645379746835443;0.41702531645569607;0.4284;4.664060795795216;4.683694019347752
1;-1;6.575999999999112;15092.491;4.862;100.30797346410138;4.646898734177215;0.4231645569620248;0.4216;4.6661264543480465;4.685134218778227
1;-1;6.675999999999476;15092.591;4.757;97.26456644008042;4.646645569620252;0.42955696202531685;0.4216;4.6664584251116965;4.685464842819326
1;-1;6.77599999999984;15092.691;4.58;92.33202104654521;4.647151898734178;0.4280379746835446;0.4148;4.666823039036284;4.68522105323536
1;-1;6.875999999998385;15092.791;4.31;84.47638860142591;4.648481012658227;0.43702531645569626;0.425;4.668979208806488;4.6882823989460425
1;-1;6.9759999999987485;15092.891;3.94;74.23743512504569;4.647721518987342;0.44449367088607566;0.4318;4.668928136255235;4.688852864135937
1;-1;7.075999999999112;15092.991;3.505;62.40160369606014;4.652341772151898;0.45367088607594974;0.4216;4.674409185959483;4.693383406220122
1;-1;7.175999999999476;15093.091;3.068;51.071330874015054;4.651708860759493;0.4705696202531647;0.425;4.675449827853314;4.694726412984423
1;-1;7.274999999999636;15093.19;2.7;41.99430181982754;4.65626582278481;0.46303797468354446;0.4148;4.679232370638687;4.697581784113284
1;-1;7.375;15093.29;2.434;35.523413559876836;4.660379746835444;0.48132911392405;0.41819999999999996;4.685169911606719;4.703797225712957
1;-1;7.4759999999987485;15093.391;2.255;31.454958738229532;4.6621518987341775;0.4838607594936697;0.4148;4.687193356524615;4.7055117257795125
1;-1;7.575999999999112;15093.491;2.15;29.117815144808848;4.663481012658227;0.49455696202531596;0.40459999999999996;4.689631301510975;4.70705246455906
1;-1;7.675999999999476;15093.591;2.085;27.680514065217604;4.666518987341772;0.48556962025316436;0.408;4.691713686419289;4.709420486146261
1;-1;7.77599999999984;15093.691;2.053;26.98788131978901;4.6658227848101275;0.48987341772151866;0.4114;4.691468663930677;4.709472176862657
1;-1;7.875999999998385;15093.791;2.031;26.457720581414094;4.669430379746834;0.4872784810126572;0.4114;4.694786511585023;4.712777349860766
1;-1;7.9759999999987485;15093.891;2.02;26.209405711883445;4.669873417721519;0.4836708860759482;0.41819999999999996;4.694854125910575;4.713443168595496
1;-1;8.074999999998909;15093.99;2.006;25.90872423364366;4.6720886075949375;0.48544303797468275;0.40459999999999996;4.697240349432472;4.714633396175835
1;-1;8.174999999999272;15094.09;2.007;25.942016037648973;4.671455696202531;0.48563291139240605;0.40459999999999996;4.6966304566370285;4.714025753664329
1;-1;8.274999999999636;15094.19;2.007;25.94696225106243;4.6706329113924046;0.4859493670886074;0.408;4.695844820727758;4.713536101522477
1;-1;8.375;15094.29;2.006;25.88186028663105;4.671518987341772;0.49259493670886173;0.408;4.697418378297371;4.7151037550372
1;-1;8.474999999998545;15094.39;2.006;25.913086428139945;4.672974683544304;0.4879113924050626;0.39440000000000003;4.69837737095315;4.714902043508925
1;-1;8.574999999998909;15094.49;2.007;25.900183205733065;4.669493670886076;0.5093037974683551;0.40119999999999995;4.697186551603077;4.714289229625269
1;-1;8.674999999999272;15094.59;2.004;25.89938113806355;4.668670886075948;0.4981645569620259;0.40119999999999995;4.695173667534179;4.71228365108748
1;-1;8.774999999999636;15094.69;2.009;25.85155643862582;4.672911392405063;0.5003164556962016;0.41819999999999996;4.699618860834295;4.718189131129594
1;-1;8.875;15094.79;2.006;25.84208115031999;4.671898734177216;0.49791139240506266;0.4114;4.698356471905194;4.716333692296741
1;-1;8.974999999998545;15094.89;2.007;25.883154709844977;4.669620253164556;0.5181012658227853;0.39440000000000003;4.698274388582662;4.714799422076382
1;-1;9.074999999998909;15094.99;2.009;25.81202555301075;4.672594936708862;0.5278481012658229;0.3978;4.702315074574143;4.719111346489636
1;-1;9.174999999999272;15095.09;2.004;25.77254241430746;4.670000000000001;0.5227215189873418;0.40119999999999995;4.69916351986313;4.716259028765537
1;-1;9.274999999999636;15095.19;2.006;25.71898004973717;4.673481012658228;0.5308860759493674;0.3978;4.703537477400801;4.720329399662051
1;-1;9.375;15095.29;2.006;25.76609242910119;4.672974683544304;0.5194303797468359;0.40119999999999995;4.701755024716826;4.718841145074702
