 	Area	StdDev	XM	YM	Major	Minor	Angle	Slice
711	768	2702.517	111.220	122.095	31.746	30.802	121.847	237
712	837	1995.338	184.192	128.687	34.227	31.136	117.258	237
713	515	8895.714	40.302	122.101	25.910	25.307	83.975	238
714	505	9380.109	111.704	122.403	25.477	25.238	70.110	238
715	564	5948.715	184.951	129.186	28.362	25.320	114.830	238
716	664	5169.025	40.145	122.428	29.774	28.395	131.012	239
717	587	5470.572	111.571	122.647	28.287	26.422	117.245	239
718	723	3784.843	184.658	129.077	30.898	29.793	106.815	239
719	154	388.006	148.313	159.623	14.754	13.290	91.104	239
720	813	2583.535	39.986	122.274	33.086	31.287	128.264	240
721	766	2720.781	111.244	122.181	31.750	30.718	112.181	240
722	839	2005.068	184.181	128.898	34.235	31.204	114.926	240
723	513	8914.593	40.255	122.447	25.729	25.387	83.451	241
724	510	9327.381	111.671	122.472	25.683	25.283	64.724	241
725	557	5977.274	184.905	129.282	28.053	25.280	114.187	241
726	638	5329.776	40.108	122.197	29.464	27.570	134.197	242
727	587	5511.926	111.540	122.378	28.264	26.443	118.637	242
728	724	3818.785	184.614	129.030	31.114	29.627	100.746	242
729	817	2602.727	39.974	121.720	33.173	31.358	125.155	243
730	765	2745.397	111.253	121.886	31.761	30.667	117.525	243
731	837	2011.527	184.145	128.731	34.113	31.240	114.670	243
732	517	8786.433	40.191	122.708	26.004	25.314	85.431	244
733	509	9268.325	111.627	122.545	25.764	25.154	82.054	244
734	558	5975.739	184.829	129.395	28.301	25.104	113.166	244
735	635	5345.293	40.016	122.091	29.255	27.636	131.687	245
736	586	5501.515	111.433	122.376	28.314	26.352	114.350	245
737	717	3814.391	184.448	128.894	30.662	29.774	106.460	245
738	809	2605.182	39.843	121.971	32.890	31.318	123.552	246
739	765	2725.762	111.086	121.968	31.690	30.736	127.399	246
740	839	2016.623	184.004	128.728	34.225	31.212	118.266	246
741	518	8889.686	40.070	122.835	25.926	25.439	104.493	247
742	508	9305.733	111.516	122.843	25.859	25.013	102.017	247
743	555	5991.176	184.740	129.324	28.184	25.072	111.899	247
744	644	5261.560	39.882	122.971	29.177	28.103	130.048	248
745	589	5447.763	111.281	123.056	28.254	26.543	123.357	248
746	724	3805.184	184.383	129.263	31.060	29.679	101.781	248
747	152	395.856	148.051	159.904	14.473	13.372	85.821	248
748	808	2605.727	39.714	122.772	32.968	31.205	116.337	249
749	770	2725.989	111.031	122.456	31.859	30.773	119.703	249
750	842	2028.237	183.878	128.961	34.246	31.305	117.310	249
751	521	8850.191	40.077	122.926	25.982	25.532	93.503	250
752	509	9215.907	111.504	122.858	25.811	25.109	99.808	250
753	554	5977.944	184.716	129.581	28.111	25.093	111.197	250
754	585	5476.728	111.326	122.805	28.127	26.481	118.088	251
755	641	5269.910	39.903	123.147	29.246	27.906	132.360	251
756	724	3798.323	184.366	129.247	31.123	29.619	99.748	251
757	154	392.668	148.026	159.870	14.984	13.086	89.425	251
758	797	2669.433	39.781	122.429	32.610	31.119	123.600	252
759	767	2742.277	111.086	122.273	31.950	30.566	113.565	252
760	832	1981.821	183.959	128.827	34.069	31.094	121.748	252
761	518	9025.536	40.036	122.589	25.754	25.609	65.368	253
762	502	9256.785	111.462	122.461	25.540	25.026	73.230	253
763	553	5939.099	184.664	129.311	27.974	25.170	111.242	253
764	652	5247.797	39.885	122.676	29.342	28.292	128.023	254
765	602	5313.859	111.257	122.610	28.552	26.845	118.887	254
766	722	3784.368	184.256	129.199	31.041	29.615	97.605	254
767	150	390.498	147.916	159.888	14.435	13.230	92.284	254
768	796	2608.366	39.757	122.284	32.601	31.088	120.727	255
769	774	2650.998	111.041	122.435	32.024	30.773	118.746	255
770	841	1999.693	183.860	129.011	34.206	31.305	117.393	255
771	514	8916.645	40.308	123.143	25.876	25.291	81.092	256
772	506	9138.884	111.721	123.134	25.598	25.168	80.043	256
773	552	5864.719	184.943	129.561	27.841	25.244	113.561	256
774	657	5175.704	40.100	122.799	29.611	28.250	122.231	257
775	605	5301.629	111.521	122.811	28.528	27.002	117.247	257
776	728	3767.980	184.584	129.232	31.293	29.620	97.046	257
777	153	400.478	148.190	159.925	14.833	13.133	97.298	257
778	823	2523.911	40.075	122.501	33.268	31.498	127.707	258
779	780	2582.725	111.318	122.303	32.146	30.894	110.910	258
780	836	1979.295	184.144	128.849	34.181	31.141	120.713	258
781	517	8701.722	40.246	122.911	26.029	25.290	96.602	259
782	510	9050.656	111.676	122.743	25.790	25.179	83.036	259
783	553	5886.119	184.872	129.248	27.803	25.325	111.387	259
784	664	5173.189	40.080	123.177	29.730	28.437	135.030	260
785	616	5250.051	111.471	122.926	29.074	26.977	124.137	260
786	728	3729.051	184.484	129.140	31.292	29.621	99.838	260
787	825	2543.439	39.972	122.997	33.349	31.498	121.122	261
788	784	2541.579	111.187	122.496	32.172	31.027	113.809	261
789	839	1950.825	183.999	128.844	34.222	31.215	121.646	261
790	502	9054.599	111.444	123.233	25.595	24.972	73.239	262
791	513	8856.030	39.988	123.377	25.595	25.519	74.499	262
792	552	5800.519	184.632	129.439	27.836	25.249	109.583	262
793	664	5082.056	39.880	123.138	29.614	28.549	147.367	263
794	615	5184.720	111.263	122.926	28.807	27.182	118.784	263
795	735	3727.641	184.283	129.028	31.230	29.966	94.479	263
796	146	378.092	148.118	159.918	14.649	12.690	99.197	263
797	818	2494.874	39.780	122.644	33.222	31.350	122.214	264
798	781	2527.170	111.030	122.302	32.080	30.997	126.009	264
799	841	1953.371	183.821	128.659	34.146	31.359	122.770	264
800	518	8844.821	40.022	123.246	25.868	25.496	116.194	265
801	506	9107.880	111.478	123.074	25.732	25.038	87.181	265
802	548	5861.391	184.661	129.079	27.773	25.122	108.614	265
803	606	5279.950	111.341	123.178	28.706	26.878	121.791	266
804	652	5173.509	39.935	123.236	29.249	28.382	141.958	266
805	730	3737.703	184.348	128.867	31.101	29.886	94.884	266
806	778	2601.589	111.106	122.919	32.090	30.869	125.781	267
807	802	2553.685	39.781	123.245	32.739	31.191	126.336	267
808	837	1948.483	183.904	128.724	34.130	31.225	121.311	267
809	522	8903.698	39.987	123.655	25.983	25.579	93.317	268
810	502	9121.003	111.449	123.554	25.514	25.052	76.410	268
811	554	5790.379	184.626	129.321	27.902	25.281	107.671	268
812	616	5286.023	111.262	123.334	28.905	27.134	128.294	269
813	662	5168.551	39.868	123.481	30.029	28.069	131.226	269
814	735	3715.512	184.292	129.026	31.086	30.105	93.069	269
815	149	400.096	148.541	160.243	14.738	12.873	89.366	269
816	816	2486.271	39.818	123.115	33.196	31.298	123.335	270
817	780	2574.545	111.040	122.834	32.015	31.021	118.833	270
818	837	1936.949	183.821	128.681	34.063	31.286	121.895	270
819	680	4964.530	39.953	123.126	30.040	28.822	136.926	271
820	627	5066.553	111.345	123.140	29.160	27.377	122.761	271
821	735	3588.427	184.358	129.046	31.296	29.902	93.898	271
822	691	4899.881	39.964	123.016	30.197	29.136	131.435	272
823	639	5025.043	111.373	123.210	29.411	27.663	125.415	272
824	734	3595.654	184.371	129.114	31.231	29.924	94.975	272
825	671	5079.612	39.966	122.982	30.020	28.459	126.806	273
826	623	5116.668	111.371	123.166	29.141	27.220	121.884	273
827	734	3591.993	184.338	128.945	31.333	29.826	97.937	273
828	678	5022.548	39.896	123.372	29.917	28.855	132.306	274
829	635	5086.638	111.308	123.300	29.158	27.728	120.069	274
830	731	3616.433	184.289	129.152	31.045	29.981	99.671	274
831	680	4995.739	39.875	123.013	29.973	28.886	128.855	275
832	617	5129.408	111.284	123.000	28.876	27.205	124.335	275
833	734	3633.954	184.286	128.744	31.272	29.885	90.299	275
834	618	5189.711	111.244	122.899	29.008	27.125	121.003	276
835	667	5076.577	39.859	122.777	29.724	28.571	128.975	276
836	730	3654.499	184.266	128.935	31.225	29.767	95.323	276
837	616	5185.565	111.286	122.943	28.945	27.097	118.354	277
838	656	5120.865	39.888	122.956	29.303	28.503	117.525	277
839	732	3645.332	184.265	128.878	31.139	29.931	102.506	277
840	623	5121.300	111.249	122.632	29.047	27.309	126.903	278
841	681	4951.522	39.827	122.549	29.984	28.918	131.976	278
842	734	3662.640	184.252	128.776	31.309	29.849	101.428	278
843	677	5025.117	39.847	122.749	29.761	28.964	132.024	279
844	620	5129.110	111.280	122.841	28.941	27.276	121.593	279
845	733	3645.054	184.304	128.906	31.193	29.919	101.167	279
846	681	4897.571	39.817	122.531	29.812	29.085	136.227	280
847	625	5055.973	111.232	122.455	28.978	27.462	124.712	280
848	735	3650.969	184.269	128.642	31.387	29.816	98.586	280
849	684	4883.944	39.746	122.609	29.923	29.104	118.771	281
850	626	5096.896	111.185	122.755	29.023	27.463	119.822	281
851	733	3660.640	184.252	128.826	31.230	29.884	97.483	281
852	661	5070.289	39.750	122.214	29.456	28.572	136.370	282
853	626	5102.233	111.202	122.340	29.004	27.480	119.822	282
854	729	3657.762	184.285	128.905	31.095	29.851	109.890	282
855	679	5020.022	39.717	121.685	29.906	28.908	125.812	283
856	628	5115.771	111.173	122.218	29.022	27.551	121.185	283
857	733	3676.182	184.255	128.830	31.222	29.892	101.822	283
858	158	353.430	147.788	159.575	15.484	12.993	111.745	283
859	689	4761.510	39.670	122.348	29.964	29.277	126.662	284
860	630	5087.375	111.067	122.285	29.059	27.604	127.938	284
861	728	3651.733	184.234	129.034	31.205	29.704	106.793	284
862	678	4963.607	39.697	122.061	29.879	28.892	130.247	285
863	622	5140.765	111.112	121.975	29.004	27.305	123.171	285
864	731	3665.842	184.292	128.830	31.208	29.823	99.558	285
865	670	4978.747	39.651	122.245	29.330	29.085	138.534	286
866	619	5177.745	111.100	122.266	28.726	27.436	122.694	286
867	730	3669.479	184.272	129.035	31.201	29.789	102.825	286
868	689	4820.447	39.763	121.875	29.956	29.285	127.084	287
869	627	5074.094	111.166	121.989	28.965	27.562	124.766	287
870	727	3661.345	184.424	129.052	31.090	29.773	99.669	287
871	686	4864.352	39.746	121.131	29.671	29.437	134.006	288
872	629	5060.840	111.185	121.708	29.175	27.450	117.172	288
873	727	3661.639	184.390	128.914	31.044	29.817	101.926	288
874	623	5091.371	111.191	122.018	28.950	27.400	116.901	289
875	692	4786.855	39.745	121.917	30.121	29.251	135.417	289
876	727	3668.110	184.442	129.277	31.181	29.686	100.734	289
877	695	4770.210	39.780	121.575	30.084	29.415	132.727	290
878	622	5075.347	111.211	121.898	28.797	27.501	122.649	290
879	726	3674.698	184.437	129.016	31.063	29.758	103.694	290
880	686	4837.193	39.676	121.803	29.988	29.126	127.882	291
881	628	5078.597	111.113	122.109	28.889	27.678	119.801	291
882	729	3676.503	184.396	129.197	31.290	29.664	108.953	291
883	689	4889.623	39.765	121.226	29.866	29.374	119.793	292
884	619	5142.638	111.165	121.793	28.857	27.312	117.315	292
885	732	3668.293	184.425	129.066	31.171	29.900	99.512	292
886	687	4861.668	39.761	121.104	30.042	29.117	127.965	293
887	629	5121.335	111.219	121.668	29.238	27.391	120.273	293
888	732	3644.580	184.429	128.947	31.295	29.782	96.025	293
889	679	4874.618	39.773	121.297	29.666	29.142	138.174	294
890	634	5047.872	111.196	121.677	29.175	27.668	116.007	294
891	734	3641.894	184.403	129.226	31.146	30.005	93.131	294
892	692	4813.512	39.711	121.356	30.121	29.252	121.200	295
893	631	5057.648	111.164	121.536	29.060	27.647	123.909	295
894	730	3659.883	184.386	128.831	31.116	29.871	104.497	295
895	693	4785.014	39.671	121.088	30.004	29.408	132.844	296
896	639	4954.676	111.139	121.745	29.371	27.701	115.954	296
897	732	3600.273	184.345	129.056	31.219	29.854	93.514	296
898	698	4728.137	39.701	120.852	30.167	29.460	134.775	297
899	636	4985.126	111.147	121.408	29.137	27.792	114.557	297
900	735	3637.684	184.379	128.766	31.205	29.990	101.260	297
901	702	4584.131	39.709	120.933	30.119	29.677	143.047	298
902	644	4911.148	111.123	121.352	29.338	27.949	113.158	298
903	734	3624.013	184.380	128.833	31.197	29.957	98.728	298
904	689	4821.838	39.683	121.269	29.920	29.320	120.907	299
905	628	5087.498	111.115	121.244	29.196	27.387	121.467	299
906	733	3635.173	184.352	128.875	30.999	30.107	98.624	299
907	689	4868.699	39.663	120.622	30.024	29.219	126.835	300
908	622	5126.947	111.073	121.082	28.896	27.407	117.846	300
909	735	3634.133	184.354	128.743	31.221	29.974	96.224	300
910	696	4742.805	39.646	121.155	30.211	29.333	123.490	301
911	631	5072.052	111.080	121.581	29.049	27.657	122.964	301
912	730	3598.458	184.351	129.083	31.206	29.785	99.201	301
913	706	4658.398	39.690	120.637	30.240	29.725	118.007	302
914	638	4984.652	111.105	121.425	29.315	27.711	117.814	302
915	739	3617.675	184.336	128.970	31.268	30.092	95.753	302
916	684	4843.604	39.718	120.642	29.843	29.183	129.782	303
917	639	4998.392	111.118	121.231	29.345	27.725	119.271	303
918	732	3618.410	184.303	128.951	31.271	29.805	100.448	303
919	687	4768.861	39.721	121.072	29.870	29.284	106.263	304
920	628	5074.720	111.164	121.502	28.953	27.617	113.668	304
921	730	3626.551	184.363	129.169	31.247	29.745	96.306	304
922	683	4969.970	39.657	120.978	29.832	29.150	135.450	305
923	623	5113.218	111.123	121.314	28.878	27.469	126.153	305
924	730	3658.975	184.353	128.947	31.271	29.723	97.418	305
925	687	4934.893	39.734	120.821	29.760	29.392	100.011	306
926	627	5137.390	111.170	121.375	28.847	27.674	119.930	306
927	733	3662.325	184.378	129.133	31.146	29.965	95.796	306
928	695	4728.845	39.835	120.524	29.978	29.518	127.663	307
929	632	5002.516	111.233	121.331	29.222	27.537	112.748	307
930	731	3666.137	184.455	128.869	31.130	29.899	90.183	307
931	699	4699.743	39.803	121.318	30.103	29.565	122.368	308
932	634	5051.265	111.217	121.570	29.101	27.739	120.943	308
933	730	3671.168	184.423	129.077	31.113	29.874	101.920	308
934	689	4877.638	39.871	120.747	29.913	29.327	133.938	309
935	623	5070.334	111.283	121.242	28.987	27.365	118.745	309
936	735	3686.548	184.499	129.046	31.262	29.935	98.330	309
937	692	4776.579	39.790	121.437	30.041	29.330	121.932	310
938	615	5164.211	111.251	121.543	28.709	27.275	118.334	310
939	725	3697.389	184.543	128.897	31.099	29.682	96.666	310
940	686	4870.804	39.844	121.029	29.894	29.218	124.035	311
941	618	5133.198	111.267	121.419	28.831	27.293	125.140	311
942	732	3669.793	184.538	128.927	31.132	29.938	92.300	311
943	700	4658.423	39.798	121.024	30.310	29.405	136.785	312
944	628	5051.329	111.234	121.528	29.075	27.501	119.317	312
945	728	3673.758	184.529	129.090	31.220	29.690	98.994	312
946	701	4701.136	39.844	120.943	30.336	29.421	138.954	313
947	633	5050.938	111.304	121.362	29.103	27.694	122.943	313
948	728	3668.693	184.552	129.136	31.187	29.721	94.812	313
949	692	4784.275	39.851	121.061	30.105	29.267	132.794	314
950	630	5049.413	111.262	121.339	29.033	27.629	123.703	314
951	729	3661.642	184.543	128.914	31.144	29.803	94.170	314
952	691	4855.446	39.860	121.257	30.209	29.124	131.433	315
953	622	5103.125	111.291	121.419	28.984	27.324	126.305	315
954	730	3655.847	184.542	128.933	31.207	29.784	96.561	315
955	691	4820.490	39.884	121.426	30.030	29.298	125.942	316
956	623	5060.584	111.286	121.564	28.817	27.526	120.971	316
957	731	3643.115	184.527	129.134	31.385	29.656	102.958	316
958	690	4866.750	39.851	121.555	30.098	29.189	130.524	317
959	626	5103.967	111.328	121.823	29.037	27.449	124.779	317
960	734	3653.173	184.590	129.269	31.176	29.977	101.070	317
961	693	4859.111	39.902	121.203	29.908	29.502	126.335	318
962	629	5094.295	111.320	121.525	29.128	27.495	112.481	318
963	730	3652.692	184.579	129.200	31.265	29.729	101.445	318
964	701	4774.086	39.917	121.286	30.377	29.382	122.533	319
965	638	5078.979	111.322	121.612	29.236	27.785	117.052	319
966	732	3663.704	184.585	129.059	31.098	29.970	95.736	319
967	694	4768.763	39.896	121.700	30.141	29.317	134.866	320
968	629	5097.968	111.355	121.903	29.091	27.530	123.590	320
969	732	3654.153	184.611	129.107	31.169	29.902	101.032	320
970	685	4925.162	39.856	122.013	30.023	29.050	133.470	321
971	623	5062.475	111.280	122.035	28.982	27.370	126.304	321
972	729	3649.497	184.566	129.191	31.102	29.843	97.067	321
973	681	4933.196	39.919	121.540	29.972	28.929	134.820	322
974	629	5081.579	111.327	121.708	29.217	27.411	118.686	322
975	727	3631.140	184.578	129.091	30.921	29.935	92.076	322
976	680	4881.237	39.944	121.064	29.875	28.981	124.560	323
977	624	5137.254	111.380	121.372	28.992	27.404	124.586	323
978	732	3651.241	184.613	128.919	31.147	29.923	95.700	323
979	699	4791.693	39.939	121.237	30.201	29.469	126.668	324
980	630	5048.189	111.344	121.395	29.122	27.544	119.942	324
981	730	3665.218	184.548	128.927	31.207	29.784	91.844	324
982	695	4847.928	39.961	121.402	30.153	29.347	130.685	325
983	629	5086.316	111.386	121.806	28.983	27.632	118.964	325
984	734	3663.733	184.550	129.045	31.312	29.846	94.664	325
985	698	4754.194	39.942	121.848	30.077	29.548	138.874	326
986	636	5044.529	111.362	121.829	29.354	27.587	125.287	326
987	733	3660.362	184.585	129.111	31.249	29.866	101.214	326
988	691	4814.535	39.982	121.694	30.172	29.160	132.777	327
989	631	5084.744	111.444	121.751	29.032	27.673	123.709	327
990	733	3652.758	184.600	128.991	31.202	29.911	89.150	327
991	689	4844.527	39.982	121.660	30.029	29.213	131.773	328
992	632	5090.068	111.462	121.718	29.118	27.635	122.543	328
993	736	3663.048	184.594	128.941	31.262	29.976	98.416	328
994	691	4864.489	40.026	121.649	29.941	29.385	136.846	329
995	629	5061.601	111.431	121.880	29.264	27.367	118.027	329
996	734	3652.623	184.614	129.120	31.283	29.874	98.710	329
997	682	4919.099	40.080	121.741	29.897	29.044	138.492	330
998	627	5130.531	111.492	122.058	29.117	27.418	123.711	330
999	732	3649.042	184.651	129.291	31.305	29.772	100.006	330
1000	683	4914.163	40.089	121.733	29.867	29.116	137.369	331
1001	626	5054.925	111.489	122.126	29.184	27.311	126.739	331
1002	730	3652.999	184.667	129.228	31.219	29.772	103.015	331
1003	685	4921.170	40.079	121.871	29.768	29.299	136.928	332
1004	628	5075.587	111.490	122.088	29.148	27.432	122.956	332
1005	732	3665.571	184.659	129.080	31.203	29.869	94.340	332
1006	687	4853.968	40.097	121.838	29.897	29.258	142.029	333
1007	631	5032.376	111.512	122.067	29.158	27.554	119.553	333
1008	732	3660.179	184.670	129.167	31.192	29.880	99.280	333
1009	685	4871.741	40.100	122.172	29.861	29.208	137.597	334
1010	627	5080.123	111.510	122.232	29.020	27.510	120.321	334
1011	730	3670.710	184.657	129.233	31.276	29.718	97.287	334
1012	678	4953.204	40.148	122.111	29.819	28.950	153.601	335
1013	622	5092.281	111.533	122.073	28.875	27.427	121.451	335
1014	731	3661.861	184.660	129.156	31.166	29.864	94.803	335
1015	679	5043.250	40.164	121.664	29.883	28.930	143.707	336
1016	624	5102.317	111.574	121.913	29.142	27.263	120.849	336
1017	732	3680.093	184.679	128.953	31.130	29.939	97.829	336
1018	683	4915.566	40.208	121.857	29.967	29.019	131.896	337
1019	629	5065.344	111.602	122.012	29.151	27.473	125.507	337
1020	727	3659.692	184.713	128.936	31.087	29.776	97.051	337
1021	676	4977.591	40.176	122.284	29.890	28.796	141.972	338
1022	629	5077.917	111.561	122.350	29.035	27.583	124.835	338
1023	734	3679.392	184.651	129.086	31.294	29.864	99.428	338
1024	678	4969.563	40.176	122.343	29.790	28.978	138.569	339
1025	637	5032.520	111.544	122.216	29.115	27.857	117.619	339
1026	732	3666.826	184.623	129.076	31.221	29.852	92.081	339
1027	634	5060.205	111.612	122.092	29.130	27.711	122.441	340
1028	686	4906.458	40.210	122.173	29.775	29.335	137.185	340
1029	733	3677.770	184.649	128.909	31.109	30.001	92.630	340
1030	687	4875.987	40.242	121.993	29.918	29.238	118.064	341
1031	633	5009.317	111.658	122.060	29.021	27.771	116.788	341
1032	730	3670.282	184.655	128.863	31.099	29.887	92.472	341
1033	682	4901.617	40.303	122.311	29.737	29.201	135.970	342
1034	632	5039.799	111.690	122.325	29.201	27.556	128.284	342
1035	737	3677.649	184.719	129.075	31.283	29.996	94.632	342
1036	682	4955.147	40.296	122.350	29.922	29.021	130.641	343
1037	629	5045.193	111.693	122.461	29.080	27.540	133.680	343
1038	729	3653.293	184.667	129.214	31.135	29.812	98.247	343
1039	686	4880.768	40.310	122.232	29.975	29.139	135.411	344
1040	628	5024.124	111.750	122.417	29.152	27.428	125.885	344
1041	729	3662.920	184.683	129.085	31.062	29.882	102.228	344
1042	680	4991.868	40.405	122.196	30.067	28.796	136.127	345
1043	626	5065.624	111.780	122.302	28.990	27.494	127.280	345
1044	730	3680.735	184.751	128.931	31.124	29.864	93.104	345
1045	689	4895.558	40.388	122.548	30.036	29.207	135.904	346
1046	636	5016.113	111.778	122.438	29.049	27.876	123.869	346
1047	724	3665.888	184.730	129.012	31.043	29.696	91.450	346
1048	678	4919.220	40.372	122.396	29.751	29.016	136.167	347
1049	637	5056.542	111.754	122.521	29.336	27.647	124.307	347
1050	736	3684.965	184.731	129.141	31.167	30.067	93.479	347
1051	682	4871.448	40.338	122.681	29.805	29.134	144.828	348
1052	640	5005.977	111.772	122.681	29.303	27.809	116.089	348
1053	729	3675.032	184.675	129.076	31.173	29.775	95.657	348
1054	692	4901.454	40.337	122.454	30.187	29.188	131.406	349
1055	638	5024.761	111.729	122.573	29.169	27.849	127.268	349
1056	732	3686.650	184.681	128.849	31.093	29.975	95.619	349
1057	637	5069.667	111.763	122.652	29.087	27.883	119.000	350
1058	681	4950.685	40.340	122.652	30.177	28.733	132.021	350
1059	732	3682.570	184.664	128.822	31.038	30.028	100.768	350
1060	686	4937.648	40.378	122.999	30.082	29.035	125.544	351
1061	629	5070.602	111.795	122.933	29.166	27.459	119.431	351
1062	729	3695.360	184.698	129.002	30.979	29.962	96.732	351
1063	680	4881.661	40.401	123.021	29.851	29.004	136.345	352
1064	631	5044.174	111.778	122.983	29.251	27.466	127.760	352
1065	730	3676.349	184.704	129.034	31.128	29.860	97.325	352
1066	682	4960.198	40.396	122.895	29.902	29.040	124.659	353
1067	631	5048.345	111.794	122.900	29.205	27.510	130.011	353
1068	734	3680.561	184.699	128.804	31.088	30.062	91.328	353
1069	637	5073.316	111.817	122.781	29.287	27.694	119.690	354
1070	677	5005.749	40.423	122.959	29.911	28.818	125.288	354
1071	732	3692.830	184.712	128.745	31.148	29.922	97.240	354
1072	634	5030.208	111.834	122.992	29.277	27.572	120.646	355
1073	675	4993.502	40.428	122.999	29.829	28.812	128.361	355
1074	732	3681.411	184.726	128.926	31.123	29.946	90.032	355
1075	677	4975.427	40.427	123.227	29.823	28.903	126.672	356
1076	636	5020.080	111.836	123.140	29.120	27.808	118.059	356
1077	729	3662.994	184.690	129.029	31.155	29.793	94.132	356
1078	685	4927.251	40.475	123.184	29.918	29.152	125.920	357
1079	633	4998.503	111.875	123.030	29.242	27.562	121.641	357
1080	736	3670.161	184.742	128.961	31.349	29.892	96.671	357
1081	634	5108.562	111.886	123.106	29.091	27.749	122.013	358
1082	663	5096.261	40.504	123.400	29.375	28.738	125.197	358
1083	734	3694.271	184.734	128.861	31.104	30.046	98.534	358
1084	671	4991.554	40.483	123.371	29.795	28.674	128.713	359
1085	629	5077.034	111.875	123.237	29.147	27.477	127.208	359
1086	733	3680.618	184.738	128.956	30.934	30.171	97.307	359
1087	150	361.546	148.851	160.099	14.509	13.163	88.568	359
1088	677	4974.810	40.448	123.562	29.978	28.754	128.304	360
1089	622	5037.306	111.854	123.445	28.865	27.437	131.120	360
1090	727	3694.513	184.702	129.024	30.936	29.921	97.959	360
1091	152	353.800	148.878	160.292	14.356	13.481	103.753	360
1092	670	4974.987	40.430	123.535	29.817	28.611	129.055	361
1093	625	5054.034	111.836	123.373	29.299	27.161	126.834	361
1094	729	3681.170	184.652	128.911	31.053	29.891	93.212	361
1095	147	365.799	148.991	160.050	14.738	12.699	106.304	361
1096	675	5070.053	40.471	123.492	29.967	28.680	125.987	362
1097	627	5105.126	111.859	123.186	29.083	27.450	121.680	362
1098	730	3698.574	184.664	128.686	31.222	29.769	96.420	362
1099	155	363.528	148.940	160.012	15.181	13.000	109.892	362
1100	624	5103.566	111.844	123.270	29.085	27.317	125.268	363
1101	673	5032.275	40.443	123.636	29.997	28.566	124.823	363
1102	731	3680.276	184.641	128.708	31.127	29.901	96.317	363
1103	677	5005.121	40.486	123.564	30.157	28.583	131.524	364
1104	628	5081.863	111.889	123.429	29.059	27.516	127.562	364
1105	734	3699.233	184.673	128.819	31.042	30.106	95.841	364
1106	154	376.482	149.108	160.256	14.989	13.082	113.897	364
1107	637	5062.481	111.899	123.543	29.314	27.668	124.547	365
1108	669	5041.475	40.514	123.741	29.855	28.531	126.275	365
1109	725	3677.100	184.663	128.900	30.867	29.905	93.843	365
1110	636	5087.114	111.943	123.451	29.280	27.657	126.218	366
1111	678	5066.378	40.530	123.637	30.013	28.762	133.082	366
1112	732	3707.486	184.685	128.749	31.244	29.830	93.121	366
1113	154	367.324	149.299	160.169	15.055	13.024	100.562	366
1114	633	5073.678	111.978	123.378	29.186	27.615	123.825	367
1115	680	5003.419	40.596	123.693	30.225	28.646	123.994	367
1116	730	3695.624	184.743	128.647	31.167	29.822	92.758	367
1117	151	379.533	149.108	160.062	14.642	13.131	104.292	367
1118	633	5034.949	112.005	123.466	29.110	27.686	130.205	368
1119	680	4965.483	40.595	123.766	30.078	28.785	122.796	368
1120	733	3686.017	184.746	128.791	31.092	30.016	96.344	368
1121	154	379.115	149.177	160.247	14.802	13.247	101.076	368
1122	638	5053.676	111.969	123.648	29.361	27.667	125.622	369
1123	679	5015.670	40.589	123.831	30.002	28.816	123.053	369
1124	731	3692.668	184.745	128.911	31.169	29.861	93.058	369
1125	146	373.489	149.085	160.229	14.666	12.675	99.855	369
1126	631	5045.480	112.021	123.608	29.178	27.535	125.404	370
1127	672	5007.204	40.614	123.738	29.960	28.559	128.567	370
1128	734	3704.755	184.766	128.812	31.082	30.068	96.197	370
1129	148	369.022	149.059	160.258	14.801	12.731	107.989	370
1130	680	4978.883	40.677	123.771	29.975	28.884	123.187	371
1131	627	5031.315	112.027	123.607	29.039	27.492	124.898	371
1132	728	3689.713	184.770	128.683	31.155	29.752	97.013	371
1133	148	371.430	149.378	160.435	15.033	12.535	106.527	371
1134	635	5072.469	112.037	123.671	29.139	27.747	124.453	372
1135	674	5039.276	40.657	123.811	30.106	28.505	132.110	372
1136	732	3689.062	184.751	128.774	31.060	30.007	96.112	372
1137	147	375.017	149.417	160.348	14.919	12.546	99.717	372
1138	671	5031.278	40.635	124.044	30.014	28.465	127.720	373
1139	629	5047.172	112.034	123.793	29.229	27.400	126.535	373
1140	732	3675.705	184.759	128.863	31.192	29.880	89.871	373
1141	681	5025.106	40.667	124.093	30.159	28.750	127.093	374
1142	629	5017.726	112.046	123.823	29.059	27.560	130.587	374
1143	731	3688.143	184.768	128.809	30.978	30.045	90.833	374
1144	149	386.632	149.328	160.377	14.721	12.887	96.496	374
1145	633	5024.955	112.058	123.586	29.278	27.528	129.482	375
1146	677	4986.469	40.664	123.830	30.034	28.700	122.587	375
1147	731	3688.559	184.780	128.612	31.279	29.756	93.138	375
1148	149	364.986	149.452	160.066	14.856	12.770	99.137	375
1149	629	5016.214	112.049	123.735	29.139	27.485	129.160	376
1150	676	4991.168	40.675	123.875	29.952	28.737	130.297	376
1151	727	3665.968	184.797	128.584	30.982	29.877	98.308	376
1152	150	381.722	149.432	160.200	14.533	13.141	95.361	376
1153	681	4977.994	40.634	124.007	30.000	28.903	123.342	377
1154	636	5041.853	112.028	123.854	29.295	27.643	124.666	377
1155	732	3698.762	184.709	128.756	31.211	29.862	89.192	377
1156	151	386.458	149.348	160.370	14.501	13.258	104.363	377
