2.045	15095490.000	2.007	69.783
2.035	15095590.000	2.003	69.797
2.031	15095691.000	2.007	69.792
2.035	15095791.000	2.009	69.788
2.041	15095890.000	2.006	69.788
2.041	15095990.000	2.007	69.774
2.109	15096090.000	2.007	69.792
2.125	15096102.000	2.015	69.788
2.159	15096114.000	2.031	69.774
2.122	15096126.000	2.048	69.774
2.132	15096138.000	2.074	69.783
2.253	15096150.000	2.103	69.783
2.283	15096162.000	2.140	69.774
2.307	15096174.000	2.180	69.774
2.330	15096186.000	2.223	69.774
2.404	15096198.000	2.274	69.774
2.528	15096210.000	2.329	69.783
2.595	15096222.000	2.396	69.774
2.676	15096234.000	2.462	69.779
2.636	15096246.000	2.531	69.788
2.787	15096258.000	2.611	69.783
2.945	15096270.000	2.695	69.788
3.052	15096282.000	2.784	69.779
3.153	15096294.000	2.879	69.769
3.190	15096306.000	2.977	69.769
3.307	15096318.000	3.085	69.779
3.488	15096330.000	3.192	69.783
3.663	15096342.000	3.311	69.779
3.774	15096354.000	3.431	69.792
3.807	15096366.000	3.556	69.788
4.019	15096378.000	3.685	69.774
4.217	15096390.000	3.827	69.779
4.381	15096402.000	3.967	69.783
4.536	15096414.000	4.116	69.783
4.620	15096426.000	4.271	69.792
4.831	15096438.000	4.425	69.783
5.066	15096450.000	4.590	69.779
5.258	15096462.000	4.760	69.779
5.409	15096474.000	4.936	69.788
5.563	15096486.000	5.115	69.783
5.788	15096498.000	5.299	69.792
6.033	15096513.000	5.491	69.783
6.282	15096526.000	5.688	69.779
6.483	15096534.000	5.887	69.788
6.580	15096546.000	6.095	69.792
6.913	15096558.000	6.307	69.779
7.222	15096570.000	6.530	69.788
7.403	15096582.000	6.748	69.788
7.682	15096597.000	6.979	69.774
7.856	15096609.000	7.212	69.774
8.118	15096619.000	7.451	69.788
8.491	15096631.000	7.698	69.792
8.763	15096646.000	7.949	69.783
8.964	15096655.000	8.203	69.792
9.199	15096667.000	8.462	69.774
9.548	15096679.000	8.729	69.779
9.867	15096696.000	8.999	69.788
10.193	15096703.000	9.278	69.788
10.475	15096714.000	9.559	69.788
10.693	15096726.000	9.848	69.797
11.059	15096738.000	10.141	69.783
11.475	15096750.000	10.436	69.779
11.761	15096762.000	10.742	69.783
12.083	15096774.000	11.049	69.788
12.365	15096786.000	11.365	69.783
12.727	15096798.000	11.686	69.783
13.194	15096810.000	12.011	69.779
13.530	15096822.000	12.344	69.769
13.822	15096834.000	12.674	69.774
14.114	15096846.000	13.017	69.779
14.564	15096858.000	13.364	69.774
14.987	15096872.000	13.720	69.788
15.386	15096883.000	14.076	69.788
15.783	15096894.000	14.442	69.783
16.078	15096906.000	14.804	69.788
16.514	15096918.000	15.179	69.788
17.028	15096930.000	15.560	69.788
17.411	15096942.000	15.947	69.783
17.804	15096954.000	16.332	69.779
18.159	15096966.000	16.731	69.783
18.633	15096978.000	17.130	69.783
19.120	15096995.000	17.535	69.788
19.580	15097005.000	17.947	69.788
19.982	15097016.000	18.365	69.797
20.345	15097027.000	18.786	69.792
20.882	15097038.000	19.211	69.783
21.426	15097050.000	19.648	69.779
21.886	15097062.000	20.085	69.779
22.339	15097074.000	20.528	69.774
22.732	15097086.000	20.977	69.769
23.249	15097098.000	21.429	69.788
23.840	15097114.000	21.890	69.774
24.333	15097124.000	22.354	69.779
24.773	15097134.000	22.827	69.792
25.216	15097146.000	23.299	69.783
25.821	15097158.000	23.782	69.783
26.385	15097173.000	24.268	69.783
26.952	15097184.000	24.761	69.788
27.442	15097195.000	25.258	69.788
27.859	15097207.000	25.761	69.792
28.503	15097219.000	26.269	69.788
29.151	15097231.000	26.786	69.779
29.651	15097243.000	27.302	69.797
30.185	15097255.000	27.828	69.783
30.669	15097267.000	28.356	69.792
31.290	15097279.000	28.885	69.783
31.961	15097291.000	29.431	69.779
32.559	15097303.000	29.978	69.788
33.093	15097315.000	30.527	69.788
33.589	15097327.000	31.083	69.797
34.288	15097339.000	31.644	69.792
34.939	15097351.000	32.214	69.788
35.574	15097363.000	32.781	69.779
36.148	15097375.000	33.365	69.769
36.665	15097387.000	33.945	69.783
37.397	15097399.000	34.533	69.788
38.095	15097411.000	35.131	69.783
38.770	15097423.000	35.732	69.788
39.361	15097435.000	36.333	69.788
39.914	15097447.000	36.943	69.783
40.620	15097459.000	37.555	69.774
41.375	15097471.000	38.182	69.783
42.066	15097483.000	38.806	69.792
42.725	15097495.000	39.441	69.783
43.544	15097507.000	40.074	69.792
44.041	15097519.000	40.715	69.779
44.793	15097531.000	41.368	69.779
45.545	15097543.000	42.019	69.779
46.162	15097555.000	42.680	69.783
47.089	15097567.000	43.338	69.783
47.475	15097579.000	44.004	69.779
40.502	15097591.000	38.978	69.788
35.590	15097691.000	34.300	69.783
31.061	15097791.000	29.966	69.788
26.895	15097891.000	25.978	69.783
23.085	15097991.000	22.338	69.783
19.647	15098091.000	19.047	69.783
16.588	15098191.000	16.099	69.788
13.876	15098291.000	13.502	69.788
11.552	15098391.000	11.249	69.774
9.585	15098490.000	9.340	69.788
7.997	15098590.000	7.781	69.779
6.758	15098691.000	6.564	69.774
5.879	15098791.000	5.700	69.783
5.409	15098891.000	5.181	69.788
5.281	15098991.000	5.007	69.788
5.301	15099091.000	5.008	69.304
5.264	15099135.000	5.008	69.765
5.298	15099185.000	5.010	70.271
5.254	15099235.000	5.007	69.300
5.308	15099736.000	5.010	69.760
5.258	15099786.000	5.007	70.271
5.278	15099836.000	5.005	69.286
5.274	15100336.000	5.008	69.774
5.264	15100386.000	5.004	70.262
5.268	15100436.000	5.007	69.295
5.311	15100935.000	5.008	69.760
5.258	15100985.000	5.005	70.267
5.254	15101035.000	5.005	69.300
5.315	15101535.000	5.007	69.765
5.264	15101585.000	5.008	70.262
5.274	15101635.000	5.007	69.290
5.298	15102135.000	5.005	69.765
5.274	15102185.000	5.005	70.281
5.234	15102235.000	5.007	69.304
5.291	15102735.000	5.008	69.760
5.224	15102785.000	5.007	70.267
5.191	15102835.000	5.007	69.286
5.301	15103335.000	5.002	69.751
5.177	15103385.000	5.004	70.267
5.295	15103435.000	5.010	69.295
5.298	15103935.000	5.008	69.760
5.318	15103985.000	5.010	70.267
5.368	15104036.000	5.007	69.286
5.305	15104536.000	5.008	69.769
5.348	15104586.000	5.005	70.262
5.295	15105372.000	5.008	69.295
5.264	15105462.000	5.005	69.769
5.271	15105512.000	5.007	70.267
5.295	15105562.000	5.004	69.290
5.254	15106062.000	5.005	69.779
5.308	15106112.000	5.010	70.271
5.301	15106162.000	5.010	69.290
5.268	15106662.000	5.007	69.765
5.281	15106712.000	5.005	70.267
5.325	15106763.000	5.007	69.286
5.271	15107262.000	5.005	69.760
5.278	15107312.000	5.008	70.267
5.301	15107362.000	5.005	69.295
5.241	15107863.000	5.008	69.774
5.305	15107913.000	5.007	70.267
5.291	15107963.000	5.004	69.295
5.221	15108462.000	5.007	69.769
5.281	15108512.000	5.008	70.267
5.308	15108562.000	5.007	69.286
5.167	15109063.000	5.010	69.769
5.305	15109112.000	5.005	70.267
5.288	15109163.000	5.007	69.295
5.291	15109663.000	5.008	69.774
5.308	15109713.000	5.008	70.271
5.305	15109763.000	5.007	69.295
5.308	15110262.000	5.004	69.779
5.318	15110312.000	5.007	70.281
5.338	15110362.000	5.007	69.286
5.315	15110863.000	5.005	69.774
5.355	15110913.000	5.007	70.267
5.278	15110963.000	4.995	69.783
5.258	15111519.000	4.980	69.779
5.231	15111619.000	4.963	69.779
5.197	15111719.000	4.927	69.783
5.127	15111819.000	4.864	69.783
5.053	15111919.000	4.760	69.779
4.835	15112019.000	4.580	69.788
4.519	15112119.000	4.308	69.765
4.116	15112219.000	3.943	69.792
3.633	15112319.000	3.505	69.792
3.193	15112419.000	3.069	69.779
2.810	15112519.000	2.700	69.779
2.565	15112619.000	2.432	69.788
2.374	15112719.000	2.255	69.792
2.283	15112819.000	2.149	69.797
2.199	15112919.000	2.087	69.788
2.179	15113019.000	2.050	69.788
2.156	15113119.000	2.029	69.788
2.162	15113219.000	2.020	69.783
1.968	15113319.000	2.007	69.792
2.105	15113419.000	2.006	69.797
2.112	15113519.000	2.009	69.788
2.142	15113619.000	2.007	69.792
2.149	15113719.000	2.007	69.783
2.149	15113819.000	2.006	69.788
2.142	15113919.000	2.003	69.779
2.129	15114019.000	2.007	69.779
2.122	15114119.000	2.006	69.783
2.122	15114219.000	2.007	69.788
2.149	15114319.000	2.007	69.774
2.152	15114419.000	2.007	69.774
2.122	15114519.000	2.004	69.779
2.115	15114619.000	2.006	69.783
2.112	15114719.000	2.004	69.783
2.125	15114819.000	2.009	69.769
2.132	15114919.000	2.007	69.774
2.139	15115019.000	2.009	69.769
2.132	15115119.000	2.007	69.774
2.109	15115219.000	2.007	69.783
2.112	15115319.000	2.006	69.788
2.092	15115419.000	2.010	69.783
2.189	15115431.000	2.016	69.769
2.176	15115443.000	2.029	69.788
2.206	15115455.000	2.047	69.783
2.243	15115467.000	2.075	69.774
2.203	15115479.000	2.105	69.783
2.344	15115491.000	2.137	69.774
2.367	15115503.000	2.178	69.779
2.414	15115515.000	2.224	69.783
2.491	15115527.000	2.277	69.797
2.485	15115539.000	2.335	69.792
2.666	15115551.000	2.394	69.783
2.726	15115563.000	2.464	69.779
2.770	15115575.000	2.533	69.788
2.908	15115587.000	2.611	69.783
2.934	15115599.000	2.695	69.783
3.086	15115611.000	2.783	69.783
3.220	15115623.000	2.879	69.779
3.324	15115635.000	2.979	69.792
3.411	15115647.000	3.082	69.783
3.465	15115660.000	3.193	69.769
3.697	15115671.000	3.310	69.788
3.817	15115682.000	3.431	69.792
3.982	15115694.000	3.556	69.788
4.123	15115706.000	3.686	69.774
4.180	15115718.000	3.825	69.792
4.449	15115730.000	3.966	69.783
4.579	15115742.000	4.116	69.783
4.788	15115754.000	4.268	69.792
4.969	15115766.000	4.425	69.769
5.053	15115778.000	4.589	69.779
5.271	15115790.000	4.762	69.788
5.483	15115803.000	4.934	69.769
5.704	15115815.000	5.115	69.783
5.889	15115827.000	5.299	69.779
6.033	15115842.000	5.491	69.788
6.319	15115853.000	5.689	69.797
6.527	15115865.000	5.890	69.783
6.765	15115877.000	6.098	69.783
7.013	15115888.000	6.308	69.783
7.165	15115899.000	6.527	69.779
7.480	15115911.000	6.750	69.783
7.742	15115923.000	6.980	69.783
7.984	15115935.000	7.212	69.779
8.316	15115947.000	7.448	69.783
8.447	15115959.000	7.696	69.783
8.776	15115973.000	7.945	69.774
9.082	15115985.000	8.203	69.788
9.350	15115997.000	8.464	69.788
9.679	15116009.000	8.729	69.792
9.881	15116021.000	8.999	69.788
10.230	15116032.000	9.277	69.779
10.532	15116043.000	9.557	69.783
10.888	15116055.000	9.851	69.792
11.203	15116067.000	10.141	69.788
11.435	15116079.000	10.441	69.788
11.845	15116091.000	10.742	69.788
12.153	15116103.000	11.052	69.788
12.533	15116115.000	11.365	69.783
12.889	15116127.000	11.687	69.774
13.154	15116139.000	12.014	69.779
13.590	15116151.000	12.340	69.788
13.913	15116161.000	12.675	69.779
14.282	15116175.000	13.017	69.792
14.708	15116187.000	13.368	69.774
14.997	15116201.000	13.718	69.788
15.454	15116210.000	14.076	69.769
15.843	15116222.000	14.439	69.783
16.243	15116235.000	14.807	69.788
16.662	15116248.000	15.182	69.783
17.035	15116259.000	15.557	69.788
17.458	15116271.000	15.942	69.774
17.874	15116283.000	16.332	69.788
18.368	15116295.000	16.730	69.774
18.791	15116307.000	17.133	69.788
19.130	15116324.000	17.532	69.783
19.637	15116332.000	17.948	69.783
20.046	15116343.000	18.366	69.792
20.557	15116355.000	18.786	69.774
21.064	15116367.000	19.215	69.788
21.426	15116379.000	19.645	69.792
21.940	15116390.000	20.085	69.783
22.423	15116402.000	20.527	69.788
22.907	15116414.000	20.974	69.792
23.447	15116428.000	21.434	69.774
23.874	15116440.000	21.889	69.783
24.384	15116452.000	22.354	69.792
24.881	15116463.000	22.824	69.788
25.428	15116474.000	23.299	69.788
25.972	15116486.000	23.784	69.792
26.405	15116498.000	24.270	69.788
27.029	15116510.000	24.763	69.769
27.486	15116522.000	25.258	69.779
28.097	15116535.000	25.760	69.779
28.681	15116546.000	26.269	69.797
29.118	15116558.000	26.783	69.783
29.749	15116570.000	27.302	69.774
30.296	15116582.000	27.825	69.788
30.853	15116595.000	28.358	69.783
31.525	15116606.000	28.889	69.779
31.964	15116618.000	29.429	69.783
32.602	15116630.000	29.974	69.792
33.217	15116642.000	30.527	69.788
33.794	15116654.000	31.081	69.788
34.449	15116666.000	31.645	69.779
34.976	15116678.000	32.210	69.788
35.654	15116690.000	32.783	69.792
36.211	15116702.000	33.362	69.792
36.910	15116714.000	33.945	69.788
37.534	15116726.000	34.536	69.779
38.098	15116738.000	35.130	69.792
38.833	15116750.000	35.729	69.783
39.421	15116762.000	36.335	69.792
40.113	15116774.000	36.942	69.779
40.791	15116786.000	37.561	69.788
41.395	15116798.000	38.181	69.774
42.124	15116810.000	38.804	69.774
42.785	15116822.000	39.436	69.783
43.473	15116834.000	40.077	69.783
44.219	15116846.000	40.717	69.797
44.823	15116858.000	41.367	69.802
45.578	15116870.000	42.021	69.783
46.260	15116882.000	42.678	69.792
46.978	15116897.000	43.340	69.792
47.626	15116906.000	44.004	69.788
40.690	15116918.000	38.978	69.779
35.785	15117018.000	34.298	69.779
31.199	15117118.000	29.968	69.788
27.039	15117218.000	25.978	69.779
23.236	15117318.000	22.341	69.783
19.801	15117417.000	19.047	69.783
16.682	15117518.000	16.097	69.779
13.976	15117617.000	13.499	69.788
11.667	15117717.000	11.247	69.788
9.679	15117817.000	9.340	69.783
8.064	15117917.000	7.781	69.792
6.825	15118018.000	6.567	69.779
5.932	15118118.000	5.698	69.774
5.456	15118218.000	5.183	69.779
5.315	15118318.000	5.007	69.783
5.211	15118418.000	5.005	69.300
5.358	15118462.000	5.007	69.769
5.221	15118512.000	5.008	70.271
5.224	15118563.000	5.007	69.290
5.348	15119063.000	5.005	69.765
5.221	15119112.000	5.007	70.262
5.214	15119162.000	5.008	69.286
5.358	15119663.000	5.007	69.774
5.234	15119712.000	5.005	70.267
5.244	15119762.000	5.005	69.290
5.335	15120262.000	5.004	69.756
5.244	15120312.000	5.008	70.262
5.244	15120363.000	5.005	69.286
5.335	15120862.000	5.007	69.760
5.274	15120913.000	5.007	70.253
5.285	15120962.000	5.008	69.300
5.332	15121462.000	5.008	69.769
5.258	15121512.000	5.007	70.262
5.251	15121562.000	5.005	69.300
5.311	15122063.000	5.007	69.774
5.268	15122112.000	5.007	70.271
5.301	15122162.000	5.005	69.290
5.308	15122663.000	5.005	69.779
5.281	15122712.000	5.007	70.267
5.274	15122762.000	5.008	69.300
5.308	15123262.000	5.008	69.765
5.278	15123312.000	5.005	70.262
5.301	15123363.000	5.010	69.295
5.281	15123863.000	5.005	69.760
5.321	15123913.000	5.008	70.271
