X	Y	idxAnalysis	StdDev	iL	Bead	idx_inNUp	idx_NUp	iF	iS	iB_inFrame	bestStd	Zr	Neighbour_L	Neighbour_R	iField
192.468	120.535	-1	12316.029	1	<BeadTracker_V4.Bead object at 0x000002F291B8F5B0>	0	0	49	50	2	True	-165.0	M450-2025	M450-Strept	49
192.449	120.774	-1	12365.161	1	<BeadTracker_V4.Bead object at 0x000002F291B8DED0>	0	0	50	51	2	True	-167.0	M450-2025	M450-Strept	50
192.526	120.514	-1	12302.948	1	<BeadTracker_V4.Bead object at 0x000002F292EB0520>	0	0	51	52	2	True	-162.0	M450-2025	M450-Strept	51
192.507	120.693	-1	12283.547	1	<BeadTracker_V4.Bead object at 0x000002F292EB0280>	0	0	52	53	2	True	-170.0	M450-2025	M450-Strept	52
192.566	120.567	-1	12281.1	1	<BeadTracker_V4.Bead object at 0x000002F292EB1AB0>	0	0	53	54	2	True	-168.0	M450-2025	M450-Strept	53
192.534	120.69	-1	12278.277	1	<BeadTracker_V4.Bead object at 0x000002F292EB2020>	0	0	54	55	2	True	-170.0	M450-2025	M450-Strept	54
192.567	120.709	-1	12300.561	1	<BeadTracker_V4.Bead object at 0x000002F292EB3B50>	0	0	55	56	2	True	-171.0	M450-2025	M450-Strept	55
192.598	120.644	-1	12253.158	1	<BeadTracker_V4.Bead object at 0x000002F292EB2DD0>	0	0	56	57	2	True	-172.0	M450-2025	M450-Strept	56
192.538	120.768	-1	12293.402	1	<BeadTracker_V4.Bead object at 0x000002F292EB32B0>	0	0	57	58	2	True	-172.0	M450-2025	M450-Strept	57
192.563	120.877	-1	12284.852	1	<BeadTracker_V4.Bead object at 0x000002F292EB03A0>	0	0	58	59	2	True	-180.0	M450-2025	M450-Strept	58
192.483	120.677	-1	12244.273	1	<BeadTracker_V4.Bead object at 0x000002F292EA7160>	0	0	59	60	2	True	-173.0	M450-2025	M450-Strept	59
192.493	120.879	-1	12311.267	1	<BeadTracker_V4.Bead object at 0x000002F292EA42B0>	0	0	60	61	2	True	-178.0	M450-2025	M450-Strept	60
192.499	120.569	-1	12250.817	1	<BeadTracker_V4.Bead object at 0x000002F292EA4730>	0	0	61	62	2	True	-170.0	M450-2025	M450-Strept	61
192.49	120.635	-1	12237.234	1	<BeadTracker_V4.Bead object at 0x000002F292EA5210>	0	0	62	63	2	True	-174.0	M450-2025	M450-Strept	62
192.567	120.52	-1	12219.215	1	<BeadTracker_V4.Bead object at 0x000002F292EA5BD0>	0	0	63	64	2	True	-170.0	M450-2025	M450-Strept	63
192.525	120.559	-1	12236.901	1	<BeadTracker_V4.Bead object at 0x000002F292EA6830>	0	0	64	65	2	True	-171.0	M450-2025	M450-Strept	64
192.527	120.641	-1	12199.62	1	<BeadTracker_V4.Bead object at 0x000002F292EA6B60>	0	0	65	66	2	True	-178.0	M450-2025	M450-Strept	65
192.596	120.322	-1	12135.878	1	<BeadTracker_V4.Bead object at 0x000002F292EA6C50>	0	0	66	67	3	True	-181.0	M450-2025	M450-Strept	66
192.577	120.735	-1	12123.218	1	<BeadTracker_V4.Bead object at 0x000002F292E0D450>	0	0	67	68	2	True	-183.0	M450-2025	M450-Strept	67
192.657	120.551	-1	12178.979	1	<BeadTracker_V4.Bead object at 0x000002F292E0DCF0>	0	0	68	69	2	True	-176.0	M450-2025	M450-Strept	68
192.638	120.73	-1	12174.645	1	<BeadTracker_V4.Bead object at 0x000002F292E0E620>	0	0	69	70	2	True	-183.0	M450-2025	M450-Strept	69
192.615	120.52	1	12141.7	1	<BeadTracker_V4.Bead object at 0x000002F292E0F580>	0	0	70	71	3	True	-177.0	M450-2025	M450-Strept	70
192.581	120.476	1	12172.591	1	<BeadTracker_V4.Bead object at 0x000002F292E0C880>	0	0	71	72	2	True	-175.0	M450-2025	M450-Strept	71
192.532	120.59	1	12172.702	1	<BeadTracker_V4.Bead object at 0x000002F292E0EF50>	0	0	72	73	2	True	-177.0	M450-2025	M450-Strept	72
192.482	120.624	1	12125.661	1	<BeadTracker_V4.Bead object at 0x000002F292E0D6C0>	0	0	73	74	2	True	-178.0	M450-2025	M450-Strept	73
192.572	120.468	1	12163.71	1	<BeadTracker_V4.Bead object at 0x000002F292BBCB20>	0	0	74	75	2	True	-176.0	M450-2025	M450-Strept	74
192.561	120.502	1	12138.123	1	<BeadTracker_V4.Bead object at 0x000002F292BBE980>	0	0	75	76	2	True	-176.0	M450-2025	M450-Strept	75
192.61	120.623	1	12131.009	1	<BeadTracker_V4.Bead object at 0x000002F292BBC0D0>	0	0	76	77	2	True	-182.0	M450-2025	M450-Strept	76
192.58	120.709	1	12182.726	1	<BeadTracker_V4.Bead object at 0x000002F292BBEC50>	0	0	77	78	2	True	-181.0	M450-2025	M450-Strept	77
192.579	120.646	1	12158.089	1	<BeadTracker_V4.Bead object at 0x000002F292BBF430>	0	0	78	79	2	True	-176.0	M450-2025	M450-Strept	78
192.586	120.507	1	12146.413	1	<BeadTracker_V4.Bead object at 0x000002F292BBF1C0>	0	0	79	80	2	True	-172.0	M450-2025	M450-Strept	79
192.547	120.69	1	12136.644	1	<BeadTracker_V4.Bead object at 0x000002F292BBE530>	0	0	80	81	2	True	-180.0	M450-2025	M450-Strept	80
192.557	120.759	1	12114.091	1	<BeadTracker_V4.Bead object at 0x000002F292C793C0>	0	0	81	82	2	True	-184.0	M450-2025	M450-Strept	81
192.566	120.638	1	12181.059	1	<BeadTracker_V4.Bead object at 0x000002F292C79420>	0	0	82	83	2	True	-181.0	M450-2025	M450-Strept	82
192.625	120.489	1	12152.013	1	<BeadTracker_V4.Bead object at 0x000002F292C7A2F0>	0	0	83	84	2	True	-173.0	M450-2025	M450-Strept	83
192.605	120.477	1	12184.735	1	<BeadTracker_V4.Bead object at 0x000002F292C78C10>	0	0	84	85	2	True	-171.0	M450-2025	M450-Strept	84
192.552	120.524	1	12155.704	1	<BeadTracker_V4.Bead object at 0x000002F292C7B820>	0	0	85	86	2	True	-174.0	M450-2025	M450-Strept	85
192.541	120.462	1	12197.485	1	<BeadTracker_V4.Bead object at 0x000002F292C7ACB0>	0	0	86	87	2	True	-171.0	M450-2025	M450-Strept	86
192.572	120.336	1	12146.794	1	<BeadTracker_V4.Bead object at 0x000002F292C78490>	0	0	87	88	3	True	-180.0	M450-2025	M450-Strept	87
192.568	120.346	1	12173.631	1	<BeadTracker_V4.Bead object at 0x000002F29198A4D0>	0	0	88	89	2	True	-177.0	M450-2025	M450-Strept	88
192.587	120.588	1	12148.374	1	<BeadTracker_V4.Bead object at 0x000002F2A2336050>	0	0	89	90	2	True	-181.0	M450-2025	M450-Strept	89
192.539	120.63	1	12194.73	1	<BeadTracker_V4.Bead object at 0x000002F291C67100>	0	0	90	91	2	True	-174.0	M450-2025	M450-Strept	90
192.584	120.456	1	12201.647	1	<BeadTracker_V4.Bead object at 0x000002F291CC9690>	0	0	91	92	2	True	-171.0	M450-2025	M450-Strept	91
192.612	120.325	1	12199.109	1	<BeadTracker_V4.Bead object at 0x000002F291CC9AE0>	0	0	92	93	3	True	-177.0	M450-2025	M450-Strept	92
192.587	120.388	1	12189.048	1	<BeadTracker_V4.Bead object at 0x000002F291AE9F60>	0	0	93	94	2	True	-176.0	M450-2025	M450-Strept	93
192.552	120.468	1	12197.536	1	<BeadTracker_V4.Bead object at 0x000002F291DB7760>	0	0	94	95	3	True	-174.0	M450-2025	M450-Strept	94
192.617	120.42	1	12186.809	1	<BeadTracker_V4.Bead object at 0x000002F291D64BB0>	0	0	95	96	2	True	-174.0	M450-2025	M450-Strept	95
192.616	120.316	1	12201.031	1	<BeadTracker_V4.Bead object at 0x000002F291D2F3A0>	0	0	96	97	3	True	-177.0	M450-2025	M450-Strept	96
192.582	120.328	1	12210.687	1	<BeadTracker_V4.Bead object at 0x000002F291D2D8D0>	0	0	97	98	3	True	-176.0	M450-2025	M450-Strept	97
192.563	120.335	1	12183.119	1	<BeadTracker_V4.Bead object at 0x000002F291D2F640>	0	0	98	99	3	True	-176.0	M450-2025	M450-Strept	98
192.575	120.317	1	12218.078	1	<BeadTracker_V4.Bead object at 0x000002F295352CE0>	0	0	99	100	2	True	-175.0	M450-2025	M450-Strept	99
192.577	120.223	1	12182.381	1	<BeadTracker_V4.Bead object at 0x000002F295350550>	0	0	100	101	2	True	-178.0	M450-2025	M450-Strept	100
192.639	120.189	1	12241.753	1	<BeadTracker_V4.Bead object at 0x000002F295353910>	0	0	101	102	2	True	-176.0	M450-2025	M450-Strept	101
192.631	120.293	1	12236.789	1	<BeadTracker_V4.Bead object at 0x000002F295351BD0>	0	0	102	103	3	True	-174.0	M450-2025	M450-Strept	102
192.649	120.279	1	12221.168	1	<BeadTracker_V4.Bead object at 0x000002F2953534C0>	0	0	103	104	2	True	-175.0	M450-2025	M450-Strept	103
192.675	120.113	1	12260.032	1	<BeadTracker_V4.Bead object at 0x000002F295351120>	0	0	104	105	2	True	-176.0	M450-2025	M450-Strept	104
192.685	119.968	1	12215.122	1	<BeadTracker_V4.Bead object at 0x000002F295351E40>	0	0	105	106	2	True	-183.0	M450-2025	M450-Strept	105
192.715	120.111	1	12198.306	1	<BeadTracker_V4.Bead object at 0x000002F292C51DB0>	0	0	106	107	2	True	-185.0	M450-2025	M450-Strept	106
192.715	120.196	1	12236.62	1	<BeadTracker_V4.Bead object at 0x000002F292C52560>	0	0	107	108	2	True	-180.0	M450-2025	M450-Strept	107
192.738	120.092	1	12254.954	1	<BeadTracker_V4.Bead object at 0x000002F292C52D10>	0	0	108	109	2	True	-176.0	M450-2025	M450-Strept	108
192.746	119.978	1	12283.634	1	<BeadTracker_V4.Bead object at 0x000002F292C53520>	0	0	109	110	2	True	-175.0	M450-2025	M450-Strept	109
192.733	120.0	1	12305.276	1	<BeadTracker_V4.Bead object at 0x000002F292C53D90>	0	0	110	111	3	True	-173.0	M450-2025	M450-Strept	110
192.722	120.038	1	12303.971	1	<BeadTracker_V4.Bead object at 0x000002F292C51210>	0	0	111	112	2	True	-173.0	M450-2025	M450-Strept	111
192.67	119.875	1	12312.649	1	<BeadTracker_V4.Bead object at 0x000002F292C50A00>	0	0	112	113	2	True	-176.0	M450-2025	M450-Strept	112
192.727	119.689	1	12287.105	1	<BeadTracker_V4.Bead object at 0x000002F292C50250>	0	0	113	114	2	True	-173.0	M450-2025	M450-Strept	113
192.705	119.692	1	12334.527	1	<BeadTracker_V4.Bead object at 0x000002F291B65BD0>	0	0	114	115	2	True	-168.0	M450-2025	M450-Strept	114
192.718	119.798	1	12323.697	1	<BeadTracker_V4.Bead object at 0x000002F291B66D40>	0	0	115	116	3	True	-173.0	M450-2025	M450-Strept	115
192.712	119.825	1	12328.735	1	<BeadTracker_V4.Bead object at 0x000002F291B64DF0>	0	0	116	117	3	True	-169.0	M450-2025	M450-Strept	116
192.711	119.745	1	12315.048	1	<BeadTracker_V4.Bead object at 0x000002F291B66890>	0	0	117	118	2	True	-170.0	M450-2025	M450-Strept	117
192.721	119.733	1	12299.608	1	<BeadTracker_V4.Bead object at 0x000002F291B64580>	0	0	118	119	2	True	-169.0	M450-2025	M450-Strept	118
192.712	119.779	1	12301.902	1	<BeadTracker_V4.Bead object at 0x000002F291B64CD0>	0	0	119	120	2	True	-172.0	M450-2025	M450-Strept	119
192.742	119.88	1	12324.42	1	<BeadTracker_V4.Bead object at 0x000002F291B65BA0>	0	0	120	121	2	True	-171.0	M450-2025	M450-Strept	120
192.756	119.765	1	12305.159	1	<BeadTracker_V4.Bead object at 0x000002F291B647C0>	0	0	121	122	3	True	-168.0	M450-2025	M450-Strept	121
192.801	119.592	1	12327.249	1	<BeadTracker_V4.Bead object at 0x000002F291B516C0>	0	0	122	123	2	True	-159.0	M450-2025	M450-Strept	122
192.805	119.574	1	12339.323	1	<BeadTracker_V4.Bead object at 0x000002F291B50670>	0	0	123	124	2	True	-159.0	M450-2025	M450-Strept	123
192.719	119.714	1	12330.432	1	<BeadTracker_V4.Bead object at 0x000002F291B50A90>	0	0	124	125	2	True	-163.0	M450-2025	M450-Strept	124
192.737	119.792	1	12347.137	1	<BeadTracker_V4.Bead object at 0x000002F291B51C90>	0	0	125	126	3	True	-162.0	M450-2025	M450-Strept	125
192.749	119.526	1	12340.165	1	<BeadTracker_V4.Bead object at 0x000002F291B52FB0>	0	0	126	127	3	True	-148.0	M450-2025	M450-Strept	126
192.745	119.462	1	12380.027	1	<BeadTracker_V4.Bead object at 0x000002F291B50F70>	0	0	127	128	3	True	-149.0	M450-2025	M450-Strept	127
192.712	119.605	1	12344.328	1	<BeadTracker_V4.Bead object at 0x000002F291B52A40>	0	0	128	129	3	True	-158.0	M450-2025	M450-Strept	128
192.732	119.715	1	12342.902	1	<BeadTracker_V4.Bead object at 0x000002F299080130>	0	0	129	130	3	True	-157.0	M450-2025	M450-Strept	129
192.759	119.493	1	12327.618	1	<BeadTracker_V4.Bead object at 0x000002F2990811B0>	0	0	130	131	3	True	-151.0	M450-2025	M450-Strept	130
192.805	119.45	1	12240.809	1	<BeadTracker_V4.Bead object at 0x000002F299080610>	0	0	131	132	2	True	-171.0	M450-2025	M450-Strept	131
192.848	119.57	1	12246.749	1	<BeadTracker_V4.Bead object at 0x000002F299081120>	0	0	132	133	3	True	-168.0	M450-2025	M450-Strept	132
192.842	119.693	1	12334.577	1	<BeadTracker_V4.Bead object at 0x000002F299083700>	0	0	133	134	2	True	-156.0	M450-2025	M450-Strept	133
192.825	119.582	1	12349.822	1	<BeadTracker_V4.Bead object at 0x000002F2990818A0>	0	0	134	135	2	True	-148.0	M450-2025	M450-Strept	134
192.87	119.406	1	12393.469	1	<BeadTracker_V4.Bead object at 0x000002F2990826B0>	0	0	135	136	3	True	-139.0	M450-2025	M450-Strept	135
192.848	119.325	1	12413.118	1	<BeadTracker_V4.Bead object at 0x000002F299082140>	0	0	136	137	3	True	-148.0	M450-2025	M450-Strept	136
192.808	119.468	1	12384.546	1	<BeadTracker_V4.Bead object at 0x000002F2929B4970>	0	0	137	138	2	True	-133.0	M450-2025	M450-Strept	137
192.848	119.391	1	12332.061	1	<BeadTracker_V4.Bead object at 0x000002F292DED450>	0	0	138	139	3	True	-131.0	M450-2025	M450-Strept	138
192.857	119.255	1	12373.992	1	<BeadTracker_V4.Bead object at 0x000002F292DEF5B0>	0	0	139	140	3	True	-134.0	M450-2025	M450-Strept	139
192.902	119.167	1	12436.042	1	<BeadTracker_V4.Bead object at 0x000002F292DEC820>	0	0	140	141	3	True	-143.0	M450-2025	M450-Strept	140
192.858	119.249	1	12364.544	1	<BeadTracker_V4.Bead object at 0x000002F292DEE3E0>	0	0	141	142	2	True	-137.0	M450-2025	M450-Strept	141
192.896	119.197	1	12348.523	1	<BeadTracker_V4.Bead object at 0x000002F292DD02B0>	0	0	142	143	2	True	-142.0	M450-2025	M450-Strept	142
192.939	119.113	1	12393.807	1	<BeadTracker_V4.Bead object at 0x000002F292DD1C60>	0	0	143	144	3	True	-134.0	M450-2025	M450-Strept	143
192.997	119.021	1	12377.115	1	<BeadTracker_V4.Bead object at 0x000002F292DD0760>	0	0	144	145	2	True	-126.0	M450-2025	M450-Strept	144
192.969	119.068	1	12407.412	1	<BeadTracker_V4.Bead object at 0x000002F292DD04F0>	0	0	145	146	2	True	-128.0	M450-2025	M450-Strept	145
192.92	119.188	1	12406.613	1	<BeadTracker_V4.Bead object at 0x000002F292DD0DF0>	0	0	146	147	2	True	-123.0	M450-2025	M450-Strept	146
192.966	119.058	1	12400.686	1	<BeadTracker_V4.Bead object at 0x000002F292DD3730>	0	0	147	148	2	True	-133.0	M450-2025	M450-Strept	147
193.029	119.009	1	12385.29	1	<BeadTracker_V4.Bead object at 0x000002F292DD1DB0>	0	0	148	149	2	True	-128.0	M450-2025	M450-Strept	148
193.029	119.037	1	12414.135	1	<BeadTracker_V4.Bead object at 0x000002F291D7AE60>	0	0	149	150	3	True	-123.0	M450-2025	M450-Strept	149
193.046	119.122	1	12374.928	1	<BeadTracker_V4.Bead object at 0x000002F291D7B130>	0	0	150	151	2	True	-123.0	M450-2025	M450-Strept	150
193.04	119.03	1	12343.682	1	<BeadTracker_V4.Bead object at 0x000002F291D794E0>	0	0	151	152	3	True	-117.0	M450-2025	M450-Strept	151
193.051	118.839	1	12313.396	1	<BeadTracker_V4.Bead object at 0x000002F291D78640>	0	0	152	153	3	True	-116.0	M450-2025	M450-Strept	152
193.081	118.854	1	12353.575	1	<BeadTracker_V4.Bead object at 0x000002F291D79120>	0	0	153	154	2	True	-117.0	M450-2025	M450-Strept	153
193.018	118.995	1	12363.738	1	<BeadTracker_V4.Bead object at 0x000002F291D7A620>	0	0	154	155	3	True	-117.0	M450-2025	M450-Strept	154
193.016	118.982	1	12358.657	1	<BeadTracker_V4.Bead object at 0x000002F291D78610>	0	0	155	156	3	True	-113.0	M450-2025	M450-Strept	155
193.01	118.658	1	12383.753	1	<BeadTracker_V4.Bead object at 0x000002F291BFD840>	0	0	156	157	3	True	-113.0	M450-2025	M450-Strept	156
193.102	118.577	1	12374.206	1	<BeadTracker_V4.Bead object at 0x000002F291BFFAC0>	0	0	157	158	3	True	-109.0	M450-2025	M450-Strept	157
193.063	118.715	1	12327.051	1	<BeadTracker_V4.Bead object at 0x000002F291BFF160>	0	0	158	159	2	True	-113.0	M450-2025	M450-Strept	158
193.127	118.826	1	12330.691	1	<BeadTracker_V4.Bead object at 0x000002F291BFDBD0>	0	0	159	160	2	True	-109.0	M450-2025	M450-Strept	159
193.11	118.679	1	12371.204	1	<BeadTracker_V4.Bead object at 0x000002F291BFFDF0>	0	0	160	161	3	True	-111.0	M450-2025	M450-Strept	160
193.179	118.557	1	12338.184	1	<BeadTracker_V4.Bead object at 0x000002F291BFDAB0>	0	0	161	162	2	True	-110.0	M450-2025	M450-Strept	161
193.162	118.65	1	12335.449	1	<BeadTracker_V4.Bead object at 0x000002F291BFC550>	0	0	162	163	3	True	-107.0	M450-2025	M450-Strept	162
193.156	118.804	1	12324.753	1	<BeadTracker_V4.Bead object at 0x000002F291AA3D30>	0	0	163	164	2	True	-112.0	M450-2025	M450-Strept	163
193.203	118.689	1	12328.136	1	<BeadTracker_V4.Bead object at 0x000002F291AA3B20>	0	0	164	165	2	True	-110.0	M450-2025	M450-Strept	164
193.218	118.482	1	12278.265	1	<BeadTracker_V4.Bead object at 0x000002F291AA31C0>	0	0	165	166	2	True	-103.0	M450-2025	M450-Strept	165
193.281	118.423	1	12264.008	1	<BeadTracker_V4.Bead object at 0x000002F291AA1060>	0	0	166	167	2	True	-103.0	M450-2025	M450-Strept	166
193.212	118.399	1	12322.591	1	<BeadTracker_V4.Bead object at 0x000002F291AA2D40>	0	0	167	168	2	True	-104.0	M450-2025	M450-Strept	167
193.229	118.391	1	12252.502	1	<BeadTracker_V4.Bead object at 0x000002F291AA0640>	0	0	168	169	3	True	-102.0	M450-2025	M450-Strept	168
193.273	118.248	1	12266.358	1	<BeadTracker_V4.Bead object at 0x000002F291AA3880>	0	0	169	170	2	True	-103.0	M450-2025	M450-Strept	169
193.327	118.142	1	12253.294	1	<BeadTracker_V4.Bead object at 0x000002F291AA0E50>	0	0	170	171	3	True	-103.0	M450-2025	M450-Strept	170
193.255	118.177	1	12254.339	1	<BeadTracker_V4.Bead object at 0x000002F292EAE5F0>	0	0	171	172	2	True	-104.0	M450-2025	M450-Strept	171
193.297	118.26	1	12290.037	1	<BeadTracker_V4.Bead object at 0x000002F292EAF970>	0	0	172	173	2	True	-101.0	M450-2025	M450-Strept	172
193.318	118.091	1	12321.124	1	<BeadTracker_V4.Bead object at 0x000002F292EAEA70>	0	0	173	174	2	True	-102.0	M450-2025	M450-Strept	173
193.373	117.957	1	12227.247	1	<BeadTracker_V4.Bead object at 0x000002F292EAD7E0>	0	0	174	175	2	True	-103.0	M450-2025	M450-Strept	174
193.404	117.994	1	12188.115	1	<BeadTracker_V4.Bead object at 0x000002F292EAFD90>	0	0	175	176	2	True	-107.0	M450-2025	M450-Strept	175
193.358	118.092	1	12279.847	1	<BeadTracker_V4.Bead object at 0x000002F292EAF8E0>	0	0	176	177	2	True	-102.0	M450-2025	M450-Strept	176
193.364	118.012	1	12228.9	1	<BeadTracker_V4.Bead object at 0x000002F292EAFBE0>	0	0	177	178	2	True	-102.0	M450-2025	M450-Strept	177
193.405	117.786	1	12253.409	1	<BeadTracker_V4.Bead object at 0x000002F292EAFA00>	0	0	178	179	2	True	-102.0	M450-2025	M450-Strept	178
193.439	117.746	1	12223.19	1	<BeadTracker_V4.Bead object at 0x000002F292ED34C0>	0	0	179	180	3	True	-103.0	M450-2025	M450-Strept	179
193.407	117.832	1	12173.153	1	<BeadTracker_V4.Bead object at 0x000002F292ED17B0>	0	0	180	181	2	True	-101.0	M450-2025	M450-Strept	180
193.391	117.776	1	12242.024	1	<BeadTracker_V4.Bead object at 0x000002F292ED1510>	0	0	181	182	3	True	-102.0	M450-2025	M450-Strept	181
193.391	117.508	1	12237.884	1	<BeadTracker_V4.Bead object at 0x000002F292ED31F0>	0	0	182	183	2	True	-99.0	M450-2025	M450-Strept	182
193.447	117.359	1	12230.72	1	<BeadTracker_V4.Bead object at 0x000002F292ED2C20>	0	0	183	184	2	True	-99.0	M450-2025	M450-Strept	183
193.459	117.424	1	12213.278	1	<BeadTracker_V4.Bead object at 0x000002F292ED02E0>	0	0	184	185	3	True	-98.0	M450-2025	M450-Strept	184
193.459	117.429	1	12173.888	1	<BeadTracker_V4.Bead object at 0x000002F292ED3DF0>	0	0	185	186	3	True	-97.0	M450-2025	M450-Strept	185
193.434	117.245	1	12129.455	1	<BeadTracker_V4.Bead object at 0x000002F292ED1780>	0	0	186	187	2	True	-99.0	M450-2025	M450-Strept	186
193.491	117.005	1	12159.49	1	<BeadTracker_V4.Bead object at 0x000002F29533FFA0>	0	0	187	188	3	True	-102.0	M450-2025	M450-Strept	187
193.522	117.027	1	12071.17	1	<BeadTracker_V4.Bead object at 0x000002F29533EF80>	0	0	188	189	2	True	-101.0	M450-2025	M450-Strept	188
193.5	117.205	1	12124.203	1	<BeadTracker_V4.Bead object at 0x000002F29533EE00>	0	0	189	190	2	True	-101.0	M450-2025	M450-Strept	189
193.494	117.117	1	12132.48	1	<BeadTracker_V4.Bead object at 0x000002F29533D5D0>	0	0	190	191	3	True	-100.0	M450-2025	M450-Strept	190
193.563	116.891	1	12085.394	1	<BeadTracker_V4.Bead object at 0x000002F29533D360>	0	0	191	192	2	True	-99.0	M450-2025	M450-Strept	191
193.559	116.788	1	12096.256	1	<BeadTracker_V4.Bead object at 0x000002F29533CF70>	0	0	192	193	3	True	-100.0	M450-2025	M450-Strept	192
193.549	116.864	1	12072.169	1	<BeadTracker_V4.Bead object at 0x000002F29533C970>	0	0	193	194	3	True	-100.0	M450-2025	M450-Strept	193
193.565	116.773	1	12079.811	1	<BeadTracker_V4.Bead object at 0x000002F29533F940>	0	0	194	195	3	True	-99.0	M450-2025	M450-Strept	194
