X	Y	idxAnalysis	StdDev	iL	Bead	idx_inNUp	idx_NUp	iF	iS	iB_inFrame	bestStd	Zr	Neighbour_L	Neighbour_R	iField
122.034	106.549	2	6125.334	2	<BeadTracker_V4.Bead object at 0x000002F2953516C0>	0	0	435	436	3	True	174.0	M450-2025	M450-Strept	435
122.028	106.97	2	6261.576	2	<BeadTracker_V4.Bead object at 0x000002F295352B00>	0	0	436	437	3	True	173.0	M450-2025	M450-Strept	436
121.999	107.599	2	6236.134	2	<BeadTracker_V4.Bead object at 0x000002F291D7A200>	0	0	437	438	3	True	172.0	M450-2025	M450-Strept	437
121.933	107.677	2	6299.295	2	<BeadTracker_V4.Bead object at 0x000002F291D78670>	0	0	438	439	3	True	171.0	M450-2025	M450-Strept	438
121.895	108.299	2	6286.273	2	<BeadTracker_V4.Bead object at 0x000002F291D79690>	0	0	439	440	3	True	172.0	M450-2025	M450-Strept	439
121.813	108.473	2	6276.219	2	<BeadTracker_V4.Bead object at 0x000002F291D78430>	0	0	440	441	3	True	172.0	M450-2025	M450-Strept	440
121.77	108.583	2	6353.828	2	<BeadTracker_V4.Bead object at 0x000002F291D7B460>	0	0	441	442	3	True	169.0	M450-2025	M450-Strept	441
121.681	108.942	2	6333.483	2	<BeadTracker_V4.Bead object at 0x000002F291D786A0>	0	0	442	443	3	True	172.0	M450-2025	M450-Strept	442
121.649	108.961	2	6337.751	2	<BeadTracker_V4.Bead object at 0x000002F291D7B280>	0	0	443	444	3	True	171.0	M450-2025	M450-Strept	443
121.532	109.332	2	6314.582	2	<BeadTracker_V4.Bead object at 0x000002F2929FA7A0>	0	0	444	445	3	True	171.0	M450-2025	M450-Strept	444
121.538	109.333	2	6309.758	2	<BeadTracker_V4.Bead object at 0x000002F2929FA4D0>	0	0	445	446	3	True	171.0	M450-2025	M450-Strept	445
121.502	109.525	2	6336.262	2	<BeadTracker_V4.Bead object at 0x000002F2929F9270>	0	0	446	447	3	True	169.0	M450-2025	M450-Strept	446
121.47	109.661	2	6306.284	2	<BeadTracker_V4.Bead object at 0x000002F2929FA980>	0	0	447	448	3	True	171.0	M450-2025	M450-Strept	447
121.411	109.484	2	6286.435	2	<BeadTracker_V4.Bead object at 0x000002F2929FA530>	0	0	448	449	3	True	170.0	M450-2025	M450-Strept	448
121.439	109.732	2	6224.027	2	<BeadTracker_V4.Bead object at 0x000002F2929F9900>	0	0	449	450	3	True	173.0	M450-2025	M450-Strept	449
121.33	110.232	0	9932.527	2	<BeadTracker_V4.Bead object at 0x000002F291DE7FA0>	1	31	450	451	3	True	169.0	M450-2025	M450-Strept	450
121.418	109.907	0	6446.653	2	<BeadTracker_V4.Bead object at 0x000002F291DE7820>	2	31	451	452	3	False	169.0	M450-2025	M450-Strept	451
121.446	109.943	0	3183.372	2	<BeadTracker_V4.Bead object at 0x000002F291DE7790>	3	31	452	453	3	False	169.0	M450-2025	M450-Strept	452
121.268	110.383	0	10148.552	2	<BeadTracker_V4.Bead object at 0x000002F291DE6740>	1	32	453	454	3	True	165.0	M450-2025	M450-Strept	453
121.362	109.893	0	6631.015	2	<BeadTracker_V4.Bead object at 0x000002F291DE65F0>	2	32	454	455	3	False	165.0	M450-2025	M450-Strept	454
121.32	110.036	0	3252.644	2	<BeadTracker_V4.Bead object at 0x000002F291DE7880>	3	32	455	456	3	False	165.0	M450-2025	M450-Strept	455
121.279	110.233	0	10178.572	2	<BeadTracker_V4.Bead object at 0x000002F291DE6AA0>	1	33	456	457	3	True	165.0	M450-2025	M450-Strept	456
121.309	110.002	0	6645.223	2	<BeadTracker_V4.Bead object at 0x000002F292DEF910>	2	33	457	458	3	False	165.0	M450-2025	M450-Strept	457
121.381	110.128	0	3260.979	2	<BeadTracker_V4.Bead object at 0x000002F292DED570>	3	33	458	459	3	False	165.0	M450-2025	M450-Strept	458
121.34	110.467	0	10253.311	2	<BeadTracker_V4.Bead object at 0x000002F292DEC700>	1	34	459	460	3	True	160.0	M450-2025	M450-Strept	459
121.425	109.994	0	6754.408	2	<BeadTracker_V4.Bead object at 0x000002F292DEE620>	2	34	460	461	3	False	160.0	M450-2025	M450-Strept	460
121.473	109.991	0	3328.498	2	<BeadTracker_V4.Bead object at 0x000002F292DEFBE0>	3	34	461	462	3	False	160.0	M450-2025	M450-Strept	461
121.289	110.392	0	10281.022	2	<BeadTracker_V4.Bead object at 0x000002F292DEF520>	1	35	462	463	3	True	160.0	M450-2025	M450-Strept	462
121.341	110.21	0	6805.513	2	<BeadTracker_V4.Bead object at 0x000002F292DD3100>	2	35	463	464	3	False	160.0	M450-2025	M450-Strept	463
121.338	110.444	0	3323.299	2	<BeadTracker_V4.Bead object at 0x000002F292DD1DB0>	3	35	464	465	3	False	160.0	M450-2025	M450-Strept	464
121.229	110.772	0	10150.601	2	<BeadTracker_V4.Bead object at 0x000002F292DD0220>	1	36	465	466	3	True	161.0	M450-2025	M450-Strept	465
121.233	110.455	0	6766.554	2	<BeadTracker_V4.Bead object at 0x000002F292DD2E60>	2	36	466	467	3	False	161.0	M450-2025	M450-Strept	466
121.282	110.454	0	3347.019	2	<BeadTracker_V4.Bead object at 0x000002F292DD3AC0>	3	36	467	468	3	False	161.0	M450-2025	M450-Strept	467
121.256	110.751	0	10298.514	2	<BeadTracker_V4.Bead object at 0x000002F292DD3D90>	1	37	468	469	3	True	158.0	M450-2025	M450-Strept	468
121.323	110.516	0	6838.516	2	<BeadTracker_V4.Bead object at 0x000002F292DD3430>	2	37	469	470	3	False	158.0	M450-2025	M450-Strept	469
121.321	110.769	0	3349.63	2	<BeadTracker_V4.Bead object at 0x000002F291D15B70>	3	37	470	471	3	False	158.0	M450-2025	M450-Strept	470
121.127	110.719	0	10538.885	2	<BeadTracker_V4.Bead object at 0x000002F291D15C60>	1	38	471	472	3	True	153.0	M450-2025	M450-Strept	471
121.078	110.47	0	7019.08	2	<BeadTracker_V4.Bead object at 0x000002F291D160E0>	2	38	472	473	3	False	153.0	M450-2025	M450-Strept	472
121.189	110.507	0	3391.215	2	<BeadTracker_V4.Bead object at 0x000002F291D15BD0>	3	38	473	474	3	False	153.0	M450-2025	M450-Strept	473
121.144	110.757	0	10590.142	2	<BeadTracker_V4.Bead object at 0x000002F291D14AF0>	1	39	474	475	3	True	151.0	M450-2025	M450-Strept	474
121.098	110.286	0	7121.078	2	<BeadTracker_V4.Bead object at 0x000002F291D16320>	2	39	475	476	3	False	151.0	M450-2025	M450-Strept	475
121.089	110.46	0	3428.014	2	<BeadTracker_V4.Bead object at 0x000002F291D66FE0>	3	39	476	477	3	False	151.0	M450-2025	M450-Strept	476
121.079	110.557	0	10734.977	2	<BeadTracker_V4.Bead object at 0x000002F291D65A80>	1	40	477	478	3	True	148.0	M450-2025	M450-Strept	477
121.048	110.351	0	7203.605	2	<BeadTracker_V4.Bead object at 0x000002F291D657B0>	2	40	478	479	3	False	148.0	M450-2025	M450-Strept	478
121.092	110.474	0	3475.143	2	<BeadTracker_V4.Bead object at 0x000002F291D67430>	3	40	479	480	3	False	148.0	M450-2025	M450-Strept	479
