 	Area	StdDev	XM	YM	Major	Minor	Angle	Slice
295	274	12184.735	192.605	120.477	19.208	18.162	82.202	85
296	169	396.983	150.418	159.040	19.538	11.013	21.400	85
297	631	4718.204	121.772	120.677	30.743	26.133	111.283	86
298	500	11320.537	263.802	121.676	25.663	24.807	60.762	86
299	273	12155.704	192.552	120.524	19.126	18.174	83.655	86
300	169	364.649	150.134	159.064	19.222	11.195	26.313	86
301	641	4738.477	121.776	120.623	31.044	26.290	110.965	87
302	497	11388.329	263.802	121.643	25.585	24.733	67.422	87
303	275	12197.485	192.541	120.462	19.133	18.300	79.887	87
304	162	397.226	153.102	83.250	16.285	12.666	175.766	88
305	641	4722.289	121.834	120.474	30.636	26.640	109.784	88
306	483	11489.626	263.836	121.615	25.199	24.405	65.779	88
307	277	12146.794	192.572	120.336	19.212	18.358	78.472	88
308	637	4717.503	121.831	120.493	30.879	26.265	110.391	89
309	494	11381.151	263.816	121.642	25.614	24.556	61.509	89
310	272	12173.631	192.568	120.346	19.153	18.082	82.094	89
311	640	4700.149	121.832	120.721	30.987	26.297	109.017	90
312	496	11374.218	263.845	121.858	25.775	24.502	58.817	90
313	274	12148.374	192.587	120.588	19.078	18.287	74.341	90
314	170	381.478	150.459	159.312	19.824	10.919	25.650	90
315	637	4715.158	121.808	120.814	30.804	26.330	110.295	91
316	498	11352.984	263.795	121.850	25.624	24.745	70.214	91
317	274	12194.730	192.539	120.630	19.106	18.260	82.836	91
318	171	372.735	150.167	159.476	19.815	10.988	27.386	91
319	635	4729.521	121.827	120.724	30.660	26.370	110.422	92
320	497	11369.938	263.848	121.539	25.693	24.630	54.924	92
321	272	12201.647	192.584	120.456	19.234	18.005	72.119	92
322	173	370.319	150.538	159.049	19.647	11.211	24.578	92
323	162	398.227	153.220	83.336	16.421	12.561	178.538	93
324	642	4727.354	121.882	120.614	30.840	26.505	111.161	93
325	492	11422.006	263.862	121.321	25.446	24.618	58.527	93
326	273	12199.109	192.612	120.325	19.234	18.072	77.808	93
327	642	4721.223	121.832	120.736	31.089	26.293	109.510	94
328	499	11375.009	263.848	121.349	25.626	24.793	34.513	94
329	275	12189.048	192.587	120.388	19.273	18.167	82.634	94
330	161	399.348	153.145	83.572	16.236	12.626	169.158	95
331	641	4734.958	121.833	120.869	31.082	26.258	110.482	95
332	500	11357.619	263.828	121.468	25.759	24.714	58.271	95
333	274	12197.536	192.552	120.468	19.126	18.240	72.119	95
334	170	370.449	150.162	159.179	19.742	10.964	26.563	95
335	642	4737.681	121.834	120.863	31.142	26.248	110.455	96
336	502	11336.409	263.844	121.545	25.773	24.800	51.841	96
337	276	12186.809	192.617	120.420	19.168	18.333	76.363	96
338	164	405.663	153.010	83.353	16.575	12.598	172.678	97
339	637	4731.331	121.856	120.709	30.787	26.344	109.851	97
340	504	11263.444	263.851	121.358	25.996	24.685	40.086	97
341	277	12201.031	192.616	120.316	19.403	18.177	74.920	97
342	167	399.967	152.944	83.326	16.721	12.717	178.251	98
343	637	4717.791	121.870	120.726	30.792	26.340	110.501	98
344	498	11397.247	263.793	121.444	25.320	25.043	63.595	98
345	275	12210.687	192.582	120.328	19.091	18.341	79.054	98
346	173	371.669	150.529	159.070	19.810	11.119	25.015	98
347	163	402.641	152.937	83.454	16.571	12.525	178.934	99
348	640	4705.957	121.819	120.839	30.755	26.496	109.099	99
349	498	11373.048	263.789	121.361	25.538	24.829	54.825	99
350	278	12183.119	192.563	120.335	19.286	18.353	73.382	99
351	640	4758.564	121.816	120.791	30.941	26.336	109.774	100
352	500	11374.152	263.780	121.372	25.616	24.852	59.766	100
353	274	12218.078	192.575	120.317	19.342	18.037	71.998	100
354	177	379.715	150.472	159.005	20.227	11.142	25.033	100
355	638	4752.334	121.844	120.559	30.870	26.314	109.206	101
356	498	11385.080	263.847	121.087	25.400	24.963	63.472	101
357	279	12182.381	192.577	120.223	19.337	18.371	71.012	101
358	638	4754.246	121.876	120.510	30.825	26.353	110.144	102
359	498	11375.912	263.876	120.982	25.515	24.851	36.821	102
360	277	12241.753	192.639	120.189	19.349	18.228	88.314	102
361	163	402.063	153.278	83.229	16.519	12.563	1.242	103
362	635	4719.514	121.836	120.712	30.875	26.186	107.644	103
363	499	11385.652	263.851	121.009	25.581	24.836	59.148	103
364	274	12236.789	192.631	120.293	19.112	18.254	77.723	103
365	638	4723.584	121.924	120.797	30.862	26.321	111.023	104
366	499	11346.253	263.920	121.014	25.668	24.753	59.147	104
367	273	12221.168	192.649	120.279	19.084	18.214	83.981	104
368	637	4712.873	121.915	120.615	30.540	26.557	110.456	105
369	501	11314.594	263.910	120.753	25.625	24.893	55.602	105
370	272	12260.032	192.675	120.113	19.149	18.086	92.621	105
371	641	4717.288	121.914	120.586	30.828	26.474	110.678	106
372	514	11202.631	263.856	120.617	26.019	25.152	52.637	106
373	277	12215.122	192.685	119.968	19.365	18.213	83.327	106
374	175	350.557	150.545	158.801	20.438	10.902	25.795	106
375	640	4690.766	121.939	120.798	30.715	26.530	110.168	107
376	513	11183.282	263.862	120.812	25.909	25.210	66.650	107
377	275	12198.306	192.715	120.111	19.266	18.174	87.968	107
378	635	4712.886	121.925	120.974	30.734	26.307	109.106	108
379	511	11175.895	263.835	120.883	25.949	25.073	48.884	108
380	276	12236.620	192.715	120.196	19.341	18.170	73.829	108
381	641	4749.915	121.921	120.877	30.849	26.456	109.324	109
382	515	11152.240	263.860	120.766	25.898	25.320	42.246	109
383	275	12254.954	192.738	120.092	19.119	18.314	78.973	109
384	176	344.649	150.719	158.876	20.156	11.118	27.564	109
385	633	4735.993	121.928	120.764	30.633	26.310	111.592	110
386	513	11182.324	263.884	120.687	25.935	25.185	52.404	110
387	277	12283.634	192.746	119.978	19.269	18.303	89.042	110
388	172	336.038	150.732	158.892	20.344	10.765	25.746	110
389	158	392.837	153.004	83.233	16.401	12.266	179.372	111
390	641	4747.610	121.947	120.684	30.825	26.477	110.369	111
391	518	11175.538	263.889	120.617	25.877	25.488	65.697	111
392	277	12305.276	192.733	120.000	19.217	18.353	95.106	111
393	176	353.833	150.541	159.011	20.633	10.861	24.397	111
394	634	4715.477	121.891	120.832	30.836	26.178	110.662	112
395	513	11185.539	263.890	120.662	25.865	25.253	60.002	112
396	277	12303.971	192.722	120.038	19.327	18.249	90.317	112
397	175	338.690	150.890	159.091	20.679	10.775	26.115	112
398	640	4745.169	121.858	120.664	30.845	26.419	110.026	113
399	515	11209.824	263.812	120.580	25.949	25.270	57.038	113
400	276	12312.649	192.670	119.875	19.373	18.139	85.374	113
401	641	4733.438	121.914	120.557	30.902	26.411	112.168	114
402	508	11235.572	263.858	120.375	25.625	25.241	40.186	114
403	280	12287.105	192.727	119.689	19.540	18.245	83.002	114
404	169	327.226	151.009	158.720	20.331	10.584	25.128	114
405	638	4740.034	121.901	120.547	30.688	26.471	111.001	115
406	515	11210.793	263.866	120.242	26.028	25.193	41.498	115
407	278	12334.527	192.705	119.692	19.346	18.297	85.511	115
408	160	392.697	152.847	83.171	16.135	12.626	179.841	116
409	636	4731.456	121.871	120.714	30.895	26.211	111.353	116
410	509	11216.083	263.857	120.340	25.953	24.971	38.168	116
411	278	12323.697	192.718	119.798	19.365	18.278	94.697	116
412	163	401.609	153.026	83.315	16.378	12.672	0.380	117
413	641	4741.456	121.864	120.787	31.011	26.318	111.431	117
414	514	11187.057	263.846	120.488	25.918	25.250	38.664	117
415	279	12328.735	192.712	119.825	19.539	18.181	85.416	117
416	634	4742.503	121.867	120.684	30.822	26.191	112.133	118
417	511	11230.503	263.883	120.352	25.731	25.285	45.453	118
418	281	12315.048	192.711	119.745	19.709	18.154	86.819	118
419	635	4744.731	121.882	120.595	30.802	26.248	112.506	119
420	512	11245.947	263.853	120.367	25.707	25.359	40.574	119
421	282	12299.608	192.721	119.733	19.421	18.488	90.694	119
422	637	4750.914	121.879	120.659	30.695	26.423	111.968	120
423	513	11210.589	263.850	120.421	25.775	25.342	18.493	120
424	281	12301.902	192.712	119.779	19.719	18.144	83.023	120
425	645	4743.410	121.921	120.754	30.914	26.565	109.541	121
426	513	11233.062	263.901	120.414	25.743	25.373	40.463	121
427	278	12324.420	192.742	119.880	19.365	18.278	88.161	121
428	159	389.746	153.161	83.243	16.255	12.454	178.848	122
429	637	4763.620	121.911	120.689	30.593	26.511	108.754	122
430	510	11264.825	263.896	120.331	25.790	25.179	31.503	122
431	281	12305.159	192.756	119.765	19.502	18.346	75.513	122
432	635	4745.158	121.962	120.564	30.660	26.370	112.363	123
433	514	11217.410	263.926	120.152	25.938	25.231	29.589	123
434	285	12327.249	192.801	119.592	19.614	18.500	84.833	123
435	641	4750.491	121.939	120.606	30.851	26.455	110.868	124
436	515	11184.084	263.912	120.096	25.987	25.233	31.915	124
437	282	12339.323	192.805	119.574	19.605	18.314	85.424	124
438	636	4743.193	121.866	120.732	30.864	26.237	114.518	125
439	515	11198.164	263.853	120.214	26.027	25.194	21.471	125
440	286	12330.432	192.719	119.714	19.760	18.429	82.496	125
441	158	405.925	153.078	83.328	16.166	12.444	0.536	126
442	639	4772.933	121.922	120.707	30.711	26.492	110.102	126
443	514	11217.467	263.855	120.308	25.980	25.190	28.740	126
444	284	12347.137	192.737	119.792	19.696	18.359	89.900	126
445	159	406.432	153.062	83.202	16.079	12.591	175.429	127
446	635	4761.724	121.863	120.511	30.729	26.311	111.413	127
447	517	11158.933	263.879	120.023	26.205	25.120	31.794	127
448	285	12340.165	192.749	119.526	19.948	18.191	86.252	127
449	158	404.557	153.142	83.209	16.113	12.485	177.110	128
450	642	4784.783	121.946	120.431	30.591	26.721	111.714	128
451	518	11181.205	263.877	119.912	25.976	25.391	43.288	128
