5.405	46776320.000	5.008	69.286
5.342	46776539.000	5.007	69.751
5.335	46776589.000	5.005	70.262
5.332	46776638.000	5.008	69.295
5.365	46777138.000	5.007	69.774
5.362	46777188.000	5.007	70.248
5.382	46777239.000	5.008	69.290
5.355	46777738.000	5.007	69.765
5.345	46777788.000	5.007	70.262
5.285	46777838.000	5.007	69.304
5.372	46778338.000	5.007	69.769
5.318	46778389.000	5.007	70.267
5.244	46778439.000	5.007	69.281
5.385	46778938.000	5.007	69.760
5.221	46778989.000	5.010	70.276
5.268	46779038.000	5.005	69.286
5.399	46779538.000	5.008	69.746
5.261	46779588.000	5.005	70.258
5.308	46779639.000	5.008	69.300
5.379	46780139.000	5.007	69.760
5.332	46780189.000	5.005	70.267
5.325	46780239.000	5.004	69.300
5.315	46780738.000	5.008	69.769
5.362	46780788.000	5.010	70.271
5.372	46780838.000	5.005	69.300
5.295	46781338.000	5.005	69.751
5.358	46781389.000	5.005	70.271
5.355	46781439.000	5.005	69.300
5.338	46781938.000	5.010	69.760
5.332	46781988.000	5.004	70.267
5.321	46782038.000	4.994	69.783
5.342	46782594.000	4.979	69.779
5.325	46782693.000	4.963	69.783
5.244	46782794.000	4.929	69.806
5.177	46782894.000	4.867	69.788
5.043	46782994.000	4.756	69.792
4.851	46783094.000	4.581	69.797
4.549	46783194.000	4.311	69.779
4.120	46783293.000	3.943	69.788
3.656	46783393.000	3.508	69.779
3.196	46783494.000	3.071	69.788
2.810	46783594.000	2.697	69.783
2.585	46783694.000	2.435	69.783
2.374	46783794.000	2.257	69.788
2.330	46783893.000	2.150	69.783
2.243	46783994.000	2.085	69.774
2.213	46784094.000	2.050	69.779
2.196	46784193.000	2.034	69.769
2.152	46784293.000	2.019	69.792
2.011	46784393.000	2.010	69.779
2.122	46784493.000	2.007	69.783
2.129	46784593.000	2.004	69.779
2.102	46784693.000	2.004	69.765
2.109	46784794.000	2.006	69.788
2.109	46784894.000	2.007	69.779
2.112	46784994.000	2.006	69.788
2.088	46785092.000	2.009	69.779
2.075	46785193.000	2.009	69.783
2.068	46785293.000	2.004	69.774
2.045	46785393.000	2.006	69.779
2.048	46785492.000	2.009	69.774
2.025	46785592.000	2.006	69.779
2.045	46785693.000	2.007	69.779
2.031	46785792.000	2.009	69.774
2.052	46785892.000	2.009	69.774
2.005	46785992.000	2.006	69.779
2.041	46786092.000	2.004	69.779
2.028	46786193.000	2.007	69.774
2.015	46786293.000	2.007	69.783
2.035	46786393.000	2.006	69.788
2.088	46786492.000	2.009	69.788
2.112	46786504.000	2.016	69.779
2.139	46786516.000	2.031	69.792
2.246	46786528.000	2.051	69.779
2.152	46786540.000	2.075	69.774
2.263	46786552.000	2.103	69.783
2.280	46786564.000	2.140	69.774
2.330	46786576.000	2.178	69.783
2.438	46786588.000	2.224	69.779
2.367	46786600.000	2.276	69.783
2.548	46786612.000	2.334	69.792
2.609	46786624.000	2.397	69.792
2.699	46786637.000	2.462	69.779
2.844	46786649.000	2.533	69.783
2.800	46786661.000	2.611	69.774
2.948	46786673.000	2.697	69.769
3.055	46786685.000	2.785	69.783
3.166	46786697.000	2.880	69.779
3.347	46786709.000	2.976	69.792
3.354	46786722.000	3.084	69.774
3.535	46786733.000	3.192	69.774
3.666	46786745.000	3.311	69.788
3.784	46786757.000	3.429	69.783
3.999	46786769.000	3.559	69.797
4.009	46786781.000	3.691	69.783
4.247	46786793.000	3.824	69.783
4.418	46786805.000	3.970	69.783
4.583	46786817.000	4.115	69.779
4.821	46786829.000	4.270	69.788
4.865	46786841.000	4.426	69.783
5.076	46786853.000	4.590	69.779
5.254	46786865.000	4.757	69.792
5.466	46786877.000	4.936	69.779
5.771	46786889.000	5.116	69.783
5.859	46786901.000	5.301	69.779
6.107	46786917.000	5.491	69.779
6.308	46786927.000	5.686	69.788
6.513	46786939.000	5.889	69.792
6.815	46786949.000	6.095	69.779
6.953	46786961.000	6.310	69.783
7.275	46786973.000	6.525	69.783
7.477	46786985.000	6.750	69.783
7.759	46786997.000	6.979	69.774
8.088	46787009.000	7.211	69.774
8.199	46787021.000	7.451	69.774
8.538	46787033.000	7.696	69.779
8.793	46787045.000	7.945	69.783
9.092	46787057.000	8.202	69.779
9.481	46787069.000	8.462	69.783
9.656	46787085.000	8.729	69.788
9.978	46787094.000	8.999	69.779
10.263	46787106.000	9.277	69.779
10.552	46787118.000	9.559	69.779
10.968	46787128.000	9.847	69.783
11.170	46787140.000	10.142	69.783
11.556	46787152.000	10.438	69.792
11.875	46787164.000	10.741	69.788
12.234	46787176.000	11.052	69.779
12.630	46787188.000	11.367	69.788
12.838	46787200.000	11.686	69.783
