 	Area	StdDev	XM	YM	Major	Minor	Angle	Slice
132	217	12265.455	193.900	91.273	17.025	16.228	74.684	28
133	427	5775.128	122.183	109.890	24.257	22.413	137.271	28
134	109	504.485	71.646	121.615	13.049	10.636	16.479	28
135	159	429.165	75.339	139.602	15.362	13.178	163.183	28
136	432	6254.898	66.815	69.056	24.085	22.837	32.198	29
137	387	11692.484	265.013	88.812	22.433	21.965	136.023	29
138	269	13083.533	193.760	91.324	19.627	17.451	153.385	29
139	511	3237.018	122.166	109.998	26.505	24.547	133.066	29
140	113	371.882	75.487	139.175	12.688	11.340	5.344	29
141	543	3977.073	66.816	67.682	28.617	24.159	159.681	30
142	427	8070.629	264.749	88.043	23.402	23.232	98.975	30
143	432	9433.146	193.525	90.730	23.681	23.227	34.489	30
144	682	1692.628	122.163	109.209	30.676	28.307	129.177	30
145	429	6157.795	66.850	69.089	23.855	22.897	27.483	31
146	380	11782.965	264.946	88.172	22.282	21.714	141.025	31
147	275	13029.239	193.602	90.919	19.353	18.092	150.163	31
148	514	3220.221	122.179	109.946	26.735	24.479	127.382	31
149	100	315.435	75.119	139.260	12.266	10.380	54.749	31
150	434	6215.487	66.804	69.075	24.109	22.920	25.271	32
151	381	11810.554	264.963	88.208	22.516	21.545	149.240	32
152	270	13106.138	193.691	90.899	19.461	17.664	138.394	32
153	512	3215.479	122.217	109.956	26.847	24.282	130.833	32
154	100	326.835	75.214	139.036	12.063	10.555	43.829	32
155	432	6237.779	66.863	69.018	24.140	22.785	19.966	33
156	379	11827.986	264.969	87.838	22.366	21.576	139.040	33
157	264	13129.678	193.663	90.743	18.660	18.013	140.307	33
158	510	3238.680	122.236	109.901	26.635	24.380	131.129	33
159	103	353.740	75.200	139.067	12.203	10.747	44.951	33
160	432	6199.085	66.856	69.201	24.054	22.866	30.676	34
161	380	11847.114	264.967	88.088	22.496	21.508	141.834	34
162	272	13070.498	193.674	90.911	19.329	17.917	144.037	34
163	505	3188.717	122.244	110.033	26.654	24.123	130.631	34
164	100	298.968	72.258	121.376	11.763	10.824	15.881	34
165	434	6197.988	66.884	69.042	23.894	23.127	41.431	35
166	379	11866.155	264.979	87.816	22.392	21.550	151.136	35
167	266	13164.119	193.628	90.644	19.141	17.694	151.708	35
168	507	3233.108	122.249	109.911	26.670	24.204	126.467	35
169	108	355.743	75.199	139.274	12.497	11.004	36.481	35
170	432	6170.024	66.806	69.255	24.046	22.874	26.560	36
171	365	11993.497	264.870	88.006	22.016	21.109	152.678	36
172	262	13081.882	193.587	90.855	19.137	17.432	142.751	36
173	507	3222.757	122.152	110.021	26.567	24.298	125.578	36
174	434	6172.676	66.843	69.171	24.180	22.853	28.397	37
175	374	11864.500	264.943	87.973	22.314	21.340	156.488	37
176	266	13099.324	193.626	90.735	19.238	17.605	147.688	37
177	504	3211.891	122.184	109.939	26.671	24.061	130.409	37
178	108	357.108	74.975	139.070	12.811	10.733	37.339	37
179	436	6254.786	66.765	69.041	24.264	22.879	27.305	38
180	374	11967.840	264.871	87.597	22.129	21.518	154.182	38
181	253	13237.459	193.585	90.440	18.420	17.488	155.917	38
182	504	3244.383	122.138	109.759	26.580	24.143	130.272	38
183	109	369.610	75.179	138.849	12.638	10.981	39.470	38
184	435	6254.382	66.687	69.242	24.258	22.832	22.060	39
185	361	12149.224	264.810	87.752	21.866	21.021	128.470	39
186	248	13264.359	193.447	90.644	18.271	17.282	157.561	39
187	512	3259.512	122.047	110.029	26.587	24.519	133.204	39
188	108	375.761	75.276	139.057	12.718	10.813	34.589	39
189	434	6216.781	66.734	69.013	24.125	22.905	29.276	40
190	360	12148.798	264.869	87.570	21.829	20.998	144.857	40
191	241	13315.864	193.541	90.377	17.946	17.098	137.973	40
192	503	3234.097	122.107	109.714	26.538	24.133	131.595	40
193	101	332.266	75.098	139.033	12.067	10.657	54.598	40
194	438	6270.233	66.676	69.133	24.290	22.959	25.280	41
195	343	12313.183	264.674	87.413	21.728	20.099	143.740	41
196	236	13344.553	193.372	90.383	17.841	16.842	141.987	41
197	509	3257.593	121.987	109.918	26.540	24.419	133.934	41
198	107	349.137	75.068	139.151	12.384	11.001	53.660	41
199	435	6284.360	66.640	68.941	24.213	22.875	19.562	42
200	331	12501.919	264.662	87.190	21.803	19.329	143.971	42
201	236	13320.775	193.364	90.250	17.679	16.997	145.444	42
202	512	3243.217	121.952	109.869	26.658	24.454	128.590	42
203	104	368.736	75.157	139.078	12.578	10.527	55.641	42
204	437	6357.198	66.636	69.070	24.286	22.911	25.703	43
205	328	12505.537	264.633	87.343	21.723	19.225	141.615	43
206	234	13330.812	193.311	90.341	17.397	17.126	137.817	43
207	504	3233.794	121.859	109.922	26.541	24.178	128.391	43
208	105	376.450	75.231	138.927	12.333	10.840	38.801	43
209	439	6309.846	66.675	69.107	24.259	23.041	21.959	44
210	330	12522.785	264.557	87.014	21.925	19.164	137.916	44
211	231	13347.269	193.280	90.210	17.425	16.879	148.525	44
212	512	3235.429	121.904	110.026	26.748	24.372	130.480	44
213	100	317.804	72.326	121.351	11.803	10.787	52.207	44
214	436	6380.230	66.673	68.953	24.232	22.909	21.481	45
215	335	12398.296	264.572	86.754	21.939	19.442	135.173	45
216	228	13308.207	193.295	89.930	17.131	16.946	104.061	45
217	504	3222.548	121.994	109.819	26.665	24.066	130.349	45
218	108	382.452	75.664	139.063	12.071	11.392	163.881	45
219	439	6382.325	66.649	69.165	24.370	22.936	23.833	46
220	331	12475.761	264.424	86.611	21.933	19.215	145.047	46
221	222	13393.405	193.189	89.961	17.135	16.496	22.190	46
222	506	3234.630	121.913	109.972	26.751	24.084	128.826	46
223	103	334.996	72.160	121.411	11.920	11.002	16.659	46
224	436	6352.976	66.735	69.017	24.250	22.892	24.109	47
225	327	12539.730	264.555	86.626	21.664	19.219	138.634	47
226	228	13333.231	193.271	89.840	17.357	16.725	105.188	47
227	507	3223.583	121.964	109.827	26.756	24.126	130.291	47
228	106	389.478	75.408	138.658	12.264	11.005	57.153	47
229	440	6404.092	66.701	69.085	24.226	23.125	27.914	48
230	313	12736.905	264.401	86.615	21.515	18.523	141.783	48
231	221	13365.535	193.120	89.791	16.838	16.712	166.981	48
232	502	3242.041	121.967	109.889	26.702	23.937	128.211	48
233	103	343.789	72.239	121.201	12.231	10.722	31.724	48
234	107	386.797	75.268	139.019	12.530	10.873	44.555	48
235	438	6447.853	66.636	69.225	24.369	22.884	22.160	49
236	313	12786.525	264.516	86.898	21.567	18.479	137.064	49
237	224	13377.946	193.172	90.120	17.051	16.727	138.344	49
238	508	3271.989	121.849	110.051	26.758	24.173	131.415	49
239	440	6427.315	66.640	69.098	24.275	23.078	27.259	50
240	317	12718.363	264.441	86.784	21.565	18.716	145.376	50
241	221	13369.667	193.146	89.890	16.954	16.597	147.392	50
242	506	3271.122	121.933	109.944	26.780	24.058	129.812	50
243	104	378.125	75.625	138.652	11.711	11.307	68.281	50
244	438	6418.817	66.591	69.280	24.352	22.901	24.249	51
245	313	12736.415	264.344	86.791	21.639	18.417	145.317	51
246	222	13353.986	193.100	90.096	16.903	16.722	84.490	51
247	506	3253.888	121.851	110.096	26.710	24.121	132.311	51
248	109	382.293	75.551	138.938	12.461	11.138	60.755	51
249	439	6434.980	66.618	69.142	24.280	23.021	31.144	52
250	298	12893.255	264.418	86.394	21.177	17.916	139.487	52
251	217	13362.727	193.076	89.803	16.684	16.561	65.261	52
252	507	3256.672	121.855	109.995	26.601	24.267	127.546	52
253	106	392.218	75.706	138.919	12.078	11.175	125.609	52
254	443	6469.551	66.616	69.208	24.465	23.055	20.613	53
255	295	12979.495	264.352	86.274	20.799	18.059	133.484	53
256	219	13405.892	193.054	89.791	16.739	16.658	85.695	53
257	508	3310.011	121.895	110.046	26.756	24.174	131.202	53
258	110	408.027	75.773	138.790	12.288	11.397	161.790	53
259	438	6439.602	66.630	69.333	24.310	22.940	20.739	54
260	315	12737.873	264.238	86.396	21.563	18.600	142.585	54
261	219	13362.455	193.000	89.807	16.777	16.621	86.083	54
262	506	3259.876	121.925	110.168	26.609	24.212	128.912	54
263	111	395.201	75.529	138.776	12.390	11.407	69.885	54
264	438	6509.190	66.574	69.115	24.195	23.050	29.863	55
265	303	12857.525	264.304	86.265	21.060	18.319	138.440	55
266	224	13335.646	192.981	89.569	17.050	16.727	74.525	55
267	504	3287.006	121.902	109.934	26.637	24.091	127.047	55
268	435	6436.508	66.618	69.480	24.253	22.837	17.996	56
269	318	12665.553	264.266	86.624	21.814	18.561	137.377	56
270	220	13314.276	193.034	89.932	16.861	16.613	111.288	56
271	501	3251.094	121.912	110.260	26.494	24.077	129.953	56
272	105	426.107	75.411	138.695	12.324	10.848	64.268	56
273	440	6479.172	66.613	69.192	24.302	23.053	26.879	57
274	321	12653.996	264.235	86.202	21.655	18.874	146.751	57
275	222	13373.187	193.023	89.601	16.990	16.637	119.369	57
276	503	3290.029	121.876	110.119	26.521	24.148	134.122	57
277	120	438.797	75.612	138.735	12.710	12.021	39.223	57
278	437	6454.485	66.596	69.296	24.197	22.995	17.934	58
279	330	12602.510	264.258	86.338	22.279	18.860	146.317	58
280	222	13399.925	193.007	89.632	17.028	16.599	77.678	58
281	505	3310.936	121.921	110.167	26.484	24.278	133.507	58
282	435	6448.426	66.646	69.308	24.227	22.862	22.277	59
283	310	12812.580	264.302	86.156	21.151	18.661	135.886	59
284	224	13371.227	193.020	89.642	17.149	16.631	97.101	59
285	502	3286.019	121.922	110.210	26.472	24.145	129.899	59
286	112	442.041	75.673	138.620	12.249	11.642	53.013	59
287	439	6526.009	66.605	69.176	24.342	22.963	23.723	60
288	301	12864.981	264.294	85.844	21.308	17.986	138.553	60
289	223	13336.314	192.978	89.445	17.026	16.677	75.573	60
290	502	3286.029	121.926	110.039	26.470	24.147	128.971	60
291	108	469.840	75.294	138.456	12.376	11.111	59.778	60
292	437	6524.652	66.544	69.250	24.158	23.032	22.546	61
293	305	12792.187	264.200	86.177	21.361	18.180	137.086	61
294	222	13290.771	192.930	89.579	17.050	16.578	86.175	61
295	504	3271.902	121.850	110.123	26.339	24.364	130.769	61
296	107	431.329	75.307	138.608	12.559	10.848	45.345	61
297	438	6621.248	66.550	69.194	24.244	23.003	25.107	62
298	294	12984.090	264.367	86.183	20.824	17.976	136.384	62
299	222	13367.532	192.983	89.485	16.965	16.662	72.489	62
300	501	3287.084	121.912	109.992	26.360	24.200	129.547	62
301	100	314.876	72.111	121.329	12.174	10.459	44.268	62
302	106	440.242	75.533	138.331	12.181	11.079	54.544	62
303	435	6641.432	66.560	69.358	24.201	22.886	22.306	63
304	282	13118.416	264.330	86.281	20.485	17.528	133.657	63
305	222	13371.038	192.988	89.626	17.095	16.535	89.729	63
306	497	3271.881	121.861	110.134	26.268	24.090	130.738	63
307	435	6615.565	66.493	69.333	24.087	22.994	19.608	64
308	283	13082.244	264.320	86.215	20.219	17.822	126.418	64
309	221	13355.475	192.935	89.587	16.947	16.604	92.324	64
310	500	3279.875	121.881	110.142	26.442	24.076	130.374	64
311	107	462.468	75.250	138.741	12.752	10.684	44.425	64
312	439	6603.320	66.593	69.231	24.301	23.001	18.212	65
313	277	13127.351	264.363	86.206	20.004	17.631	126.008	65
314	221	13331.167	192.968	89.482	17.061	16.493	94.896	65
315	504	3316.042	121.863	110.086	26.171	24.520	127.513	65
316	104	451.368	75.581	138.221	12.433	10.650	37.370	65
317	437	6552.045	66.556	69.348	24.240	22.954	19.656	66
318	281	13098.636	264.246	86.333	20.505	17.448	124.202	66
319	222	13322.489	192.904	89.641	16.992	16.635	116.870	66
320	497	3283.623	121.819	110.236	26.367	24.000	128.247	66
321	437	6641.842	66.510	69.202	24.243	22.951	21.406	67
322	266	13250.275	264.285	85.845	19.776	17.126	122.969	67
323	223	13338.803	192.848	89.279	17.042	16.660	105.962	67
324	504	3327.769	121.755	109.970	26.381	24.325	126.836	67
325	104	334.650	72.070	121.038	12.259	10.802	55.184	67
326	109	473.548	75.820	138.458	11.934	11.629	148.113	67
327	435	6649.398	66.485	69.390	24.163	22.922	22.209	68
328	249	13386.572	264.333	86.191	19.160	16.547	126.794	68
329	223	13274.306	192.908	89.488	17.037	16.666	88.549	68
330	492	3279.604	121.801	110.112	26.157	23.949	126.552	68
331	108	463.962	75.607	138.376	12.597	10.916	38.251	68
332	438	6657.495	66.506	69.344	24.299	22.951	26.260	69
333	266	13252.928	264.284	85.986	19.815	17.092	124.725	69
334	224	13276.901	192.903	89.342	17.183	16.598	91.318	69
335	506	3322.159	121.862	110.103	26.429	24.377	126.836	69
336	110	468.577	75.841	138.502	12.292	11.394	26.384	69
337	435	6652.044	66.499	69.355	24.163	22.922	22.209	70
338	268	13236.433	264.339	85.937	19.930	17.122	127.759	70
339	221	13304.195	192.926	89.197	16.947	16.604	90.691	70
340	503	3320.308	121.893	110.028	26.259	24.390	126.778	70
341	108	465.206	75.816	138.358	12.692	10.834	38.593	70
342	435	6673.362	66.493	69.355	24.079	23.001	25.185	71
343	278	13190.789	264.289	85.906	20.332	17.409	133.033	71
344	222	13341.154	192.901	89.190	16.908	16.717	90.265	71
345	500	3315.690	121.885	110.030	26.307	24.200	126.691	71
346	103	347.882	72.097	121.239	12.480	10.508	51.521	71
347	111	466.329	75.837	138.467	12.779	11.059	30.722	71
348	435	6649.823	66.468	69.493	24.082	22.999	23.992	72
349	276	13192.497	264.270	85.916	20.290	17.320	133.194	72
350	222	13336.202	192.900	89.281	17.064	16.565	115.731	72
351	498	3284.296	121.929	110.214	26.259	24.146	131.018	72
352	108	447.225	75.646	138.646	13.179	10.434	38.102	72
353	437	6655.539	66.409	69.526	24.266	22.930	26.219	73
354	281	13143.879	264.203	85.926	20.435	17.508	127.827	73
355	221	13366.834	192.878	89.258	17.063	16.491	75.036	73
356	501	3317.455	121.877	110.176	26.318	24.238	132.837	73
357	101	337.081	72.192	121.465	12.726	10.105	47.864	73
358	114	450.481	75.788	138.647	12.752	11.383	42.634	73
359	434	6667.201	66.470	69.350	24.157	22.875	23.596	74
360	268	13248.479	264.287	85.720	20.079	16.994	126.599	74
361	215	13304.867	192.880	89.071	16.761	16.332	72.465	74
362	497	3299.047	121.841	109.959	26.257	24.100	128.012	74
363	102	332.132	72.041	121.322	12.630	10.283	42.170	74
364	112	451.680	75.898	138.467	12.606	11.312	38.128	74
365	436	6650.407	66.504	69.258	24.235	22.906	25.599	75
366	271	13277.156	264.282	85.587	19.691	17.523	123.224	75
367	218	13381.488	192.901	89.006	16.666	16.654	143.130	75
368	498	3300.316	121.902	109.941	26.139	24.258	124.614	75
369	114	462.995	75.727	138.469	12.897	11.254	45.224	75
370	434	6627.737	66.476	69.425	24.116	22.914	22.998	76
371	263	13265.022	264.290	85.871	19.741	16.962	129.114	76
372	222	13293.810	192.878	89.254	17.095	16.535	68.803	76
373	497	3286.830	121.886	110.108	26.290	24.070	128.747	76
374	105	443.108	75.653	138.431	12.803	10.442	40.098	76
375	435	6652.734	66.468	69.531	24.165	22.920	22.017	77
376	266	13323.026	264.285	85.962	19.555	17.319	125.380	77
377	221	13325.436	192.874	89.363	16.996	16.556	78.482	77
378	497	3304.581	121.853	110.218	26.205	24.148	128.199	77
379	106	325.138	72.140	121.348	12.524	10.777	56.724	77
380	106	474.576	75.620	138.534	12.865	10.491	43.007	77
381	432	6646.905	66.481	69.519	24.004	22.914	22.197	78
382	266	13277.166	264.255	85.896	19.873	17.043	122.571	78
383	222	13295.240	192.879	89.282	17.063	16.566	72.826	78
384	497	3305.876	121.903	110.121	26.130	24.217	130.156	78
385	100	330.194	72.058	121.315	12.315	10.339	49.841	78
386	112	457.949	75.502	138.748	12.880	11.071	31.399	78
387	433	6622.367	66.514	69.383	24.068	22.907	20.516	79
388	261	13303.035	264.315	85.667	19.529	17.017	122.519	79
389	219	13321.026	192.922	89.141	16.954	16.447	87.746	79
390	502	3331.117	121.939	110.091	26.388	24.222	127.342	79
391	114	478.396	75.658	138.540	13.139	11.047	31.298	79
392	433	6602.744	66.525	69.424	24.013	22.959	24.466	80
393	259	13341.240	264.288	85.732	19.675	16.761	120.807	80
394	222	13292.979	192.915	89.194	16.859	16.766	129.582	80
395	500	3312.415	121.941	110.100	26.142	24.352	125.008	80
396	100	329.263	72.163	121.355	12.307	10.345	47.645	80
397	110	467.718	75.601	138.584	12.993	10.779	36.155	80
398	436	6631.703	66.496	69.559	24.132	23.004	22.571	81
399	269	13248.421	264.316	85.874	20.069	17.066	127.522	81
400	223	13307.758	192.894	89.309	17.036	16.667	88.689	81
401	498	3318.194	121.968	110.226	26.148	24.250	130.764	81
402	111	463.190	75.526	138.525	13.076	10.809	43.142	81
403	434	6594.916	66.487	69.511	24.072	22.955	22.202	82
404	263	13250.173	264.298	85.934	19.767	16.941	122.825	82
405	221	13318.433	192.918	89.295	16.972	16.579	89.639	82
406	499	3311.916	121.969	110.145	26.349	24.113	129.505	82
407	109	455.976	75.449	138.524	13.244	10.479	37.543	82
408	435	6624.831	66.510	69.371	24.093	22.988	17.842	83
409	264	13252.371	264.276	85.715	19.635	17.119	123.709	83
410	218	13315.117	192.907	89.101	16.714	16.607	25.705	83
411	497	3324.391	121.949	109.995	26.181	24.171	124.873	83
412	103	342.065	72.314	121.204	12.443	10.539	54.996	83
413	117	473.953	75.813	138.508	12.857	11.586	35.434	83
414	435	6619.089	66.523	69.364	24.149	22.935	21.736	84
415	272	13206.000	264.292	85.697	19.877	17.423	129.858	84
416	217	13343.722	192.937	89.114	16.792	16.454	70.244	84
417	499	3307.111	121.949	110.041	26.191	24.258	127.688	84
418	433	6609.997	66.511	69.504	24.038	22.935	19.224	85
419	276	13152.804	264.313	86.033	20.331	17.285	129.841	85
420	222	13349.386	192.975	89.344	17.079	16.551	94.675	85
421	498	3303.691	121.965	110.192	26.276	24.131	130.636	85
422	102	327.558	72.239	121.342	12.593	10.313	37.214	85
423	115	460.065	75.738	138.816	12.746	11.488	21.250	85
424	437	6654.406	66.480	69.550	24.192	22.999	24.536	86
425	281	13144.099	264.244	85.988	20.166	17.742	133.563	86
426	223	13397.181	192.909	89.335	17.178	16.529	93.319	86
427	497	3321.478	121.916	110.223	26.229	24.126	127.254	86
428	119	479.078	75.763	138.705	13.066	11.596	27.601	86
429	434	6619.450	66.448	69.378	24.096	22.933	28.361	87
430	282	13093.468	264.264	85.875	20.448	17.559	135.561	87
431	222	13362.247	192.913	89.202	16.934	16.692	93.109	87
432	504	3321.516	121.931	110.003	26.451	24.261	129.861	87
433	101	324.712	72.423	120.980	12.086	10.641	55.984	87
434	435	6636.126	66.511	69.296	24.180	22.906	23.646	88
435	278	13185.462	264.315	85.592	19.952	17.740	126.745	88
436	218	13382.243	192.910	89.037	16.849	16.474	88.364	88
437	501	3345.327	121.940	109.913	26.302	24.253	128.849	88
438	100	314.300	72.325	120.942	12.707	10.020	38.561	88
439	119	461.397	75.970	138.509	12.697	11.933	18.012	88
440	432	6589.034	66.500	69.457	24.068	22.853	18.405	89
441	282	13104.942	264.257	85.771	20.133	17.834	133.470	89
442	221	13315.210	192.922	89.253	17.042	16.511	73.587	89
443	499	3310.251	121.944	110.112	26.275	24.181	122.678	89
444	100	327.288	72.183	121.263	12.465	10.215	55.095	89
445	112	450.954	75.587	138.599	13.038	10.937	30.380	89
446	433	6603.968	66.483	69.667	24.169	22.811	25.775	90
447	283	13069.165	264.270	85.950	20.384	17.677	129.412	90
448	225	13333.627	192.896	89.401	17.172	16.683	93.020	90
449	493	3280.927	121.995	110.292	26.021	24.124	131.569	90
450	113	459.303	75.525	138.858	13.263	10.848	25.620	90
451	436	6594.155	66.472	69.573	24.231	22.910	24.529	91
452	282	13106.434	264.201	85.886	20.179	17.794	136.096	91
